response,participantID,age,gender,language,amE,comments,expression,cc
0,4,53,female,English,AmE,""":""""}",confess,cheated on his wife
0,74,24,female,English,AmE,""":""""}",final NRRC,ate the last cupcake
1,74,24,female,English,AmE,""":""""}",confess,cheated on his wife
1,74,24,female,English,AmE,""":""""}",AI MC,control
0,74,24,female,English,AmE,""":""""}",know,broke the plate
1,74,24,female,English,AmE,""":""""}",be right,bought a new car
0,74,24,female,English,AmE,""":""""}",medial NRRC,stole the money
0.01,74,24,female,English,AmE,""":""""}",discover,saw the murder
0,74,24,female,English,AmE,""":""""}",NAI MC,control
0.91,74,24,female,English,AmE,""":""""}",confirm,lost his key
1,13,38,male,English,AmE,""":""""}",know,ate the last cupcake
0,13,38,male,English,AmE,""":""""}",final NRRC,lost his key
1,13,38,male,English,AmE,""":""""}",AI MC,control
1,13,38,male,English,AmE,""":""""}",be right,broke the plate
0,13,38,male,English,AmE,""":""""}",NAI MC,control
0,13,38,male,English,AmE,""":""""}",medial NRRC,stole the money
1,13,38,male,English,AmE,""":""""}",discover,saw the murder
1,13,38,male,English,AmE,""":""""}",confess,bought a new car
1,13,38,male,English,AmE,""":""""}",confirm,cheated on his wife
0,32,26,male,English,AmE,""":""""}",medial NRRC,stole the money
1,32,26,male,English,AmE,""":""""}",confirm,broke the plate
0,32,26,male,English,AmE,""":""""}",confess,lost his key
0,32,26,male,English,AmE,""":""""}",final NRRC,saw the murder
0,32,26,male,English,AmE,""":""""}",know,ate the last cupcake
1,32,26,male,English,AmE,""":""""}",AI MC,control
0,32,26,male,English,AmE,""":""""}",discover,cheated on his wife
0,32,26,male,English,AmE,""":""""}",NAI MC,control
1,32,26,male,English,AmE,""":""""}",be right,bought a new car
0,28,26,male,English,AmE,""":""thanks for the study""}",be right,lost his key
0,28,26,male,English,AmE,""":""thanks for the study""}",NAI MC,control
0,28,26,male,English,AmE,""":""thanks for the study""}",discover,ate the last cupcake
0,28,26,male,English,AmE,""":""thanks for the study""}",confess,broke the plate
0,28,26,male,English,AmE,""":""thanks for the study""}",know,saw the murder
1,28,26,male,English,AmE,""":""thanks for the study""}",AI MC,control
0,28,26,male,English,AmE,""":""thanks for the study""}",final NRRC,stole the money
0,28,26,male,English,AmE,""":""thanks for the study""}",confirm,bought a new car
0,28,26,male,English,AmE,""":""thanks for the study""}",medial NRRC,cheated on his wife
1,16,42,male,English,AmE,""":""""}",AI MC,control
1,16,42,male,English,AmE,""":""""}",be right,stole the money
1,16,42,male,English,AmE,""":""""}",discover,saw the murder
1,16,42,male,English,AmE,""":""""}",confirm,bought a new car
0,16,42,male,English,AmE,""":""""}",NAI MC,control
0,16,42,male,English,AmE,""":""""}",final NRRC,lost his key
0,16,42,male,English,AmE,""":""""}",medial NRRC,ate the last cupcake
0,16,42,male,English,AmE,""":""""}",know,cheated on his wife
0,16,42,male,English,AmE,""":""""}",confess,broke the plate
0,65,38,female,English,AmE,""":""""}",final NRRC,broke the plate
1,65,38,female,English,AmE,""":""""}",confess,stole the money
0,65,38,female,English,AmE,""":""""}",discover,bought a new car
0,65,38,female,English,AmE,""":""""}",know,ate the last cupcake
0,65,38,female,English,AmE,""":""""}",medial NRRC,cheated on his wife
1,65,38,female,English,AmE,""":""""}",be right,lost his key
0,65,38,female,English,AmE,""":""""}",NAI MC,control
1,65,38,female,English,AmE,""":""""}",AI MC,control
0.2,65,38,female,English,AmE,""":""""}",confirm,saw the murder
0,25,42,female,English,AmE,""":""""}",final NRRC,ate the last cupcake
0,25,42,female,English,AmE,""":""""}",discover,cheated on his wife
0,25,42,female,English,AmE,""":""""}",NAI MC,control
1,25,42,female,English,AmE,""":""""}",AI MC,control
0.12,25,42,female,English,AmE,""":""""}",confess,saw the murder
0,25,42,female,English,AmE,""":""""}",medial NRRC,lost his key
0.94,25,42,female,English,AmE,""":""""}",confirm,broke the plate
0.89,25,42,female,English,AmE,""":""""}",be right,stole the money
0.12,25,42,female,English,AmE,""":""""}",know,bought a new car
1,51,39,female,English,AmE,""":""""}",AI MC,control
0,51,39,female,English,AmE,""":""""}",NAI MC,control
1,51,39,female,English,AmE,""":""""}",be right,bought a new car
1,51,39,female,English,AmE,""":""""}",know,saw the murder
0.99,51,39,female,English,AmE,""":""""}",confess,cheated on his wife
0.62,51,39,female,English,AmE,""":""""}",final NRRC,lost his key
0.95,51,39,female,English,AmE,""":""""}",discover,broke the plate
0.94,51,39,female,English,AmE,""":""""}",medial NRRC,stole the money
1,51,39,female,English,AmE,""":""""}",confirm,ate the last cupcake
0,41,32,male,English,AmE,""":""""}",know,stole the money
0,41,32,male,English,AmE,""":""""}",NAI MC,control
0.35,41,32,male,English,AmE,""":""""}",discover,ate the last cupcake
0.73,41,32,male,English,AmE,""":""""}",final NRRC,lost his key
0.88,41,32,male,English,AmE,""":""""}",confirm,cheated on his wife
0.83,41,32,male,English,AmE,""":""""}",be right,bought a new car
0.78,41,32,male,English,AmE,""":""""}",confess,saw the murder
1,41,32,male,English,AmE,""":""""}",AI MC,control
0.16,41,32,male,English,AmE,""":""""}",medial NRRC,broke the plate
0,24,38,female,English,AmE,""":""""}",know,bought a new car
0,24,38,female,English,AmE,""":""""}",confirm,broke the plate
0,24,38,female,English,AmE,""":""""}",final NRRC,cheated on his wife
0,24,38,female,English,AmE,""":""""}",NAI MC,control
0,24,38,female,English,AmE,""":""""}",medial NRRC,ate the last cupcake
1,24,38,female,English,AmE,""":""""}",AI MC,control
0,24,38,female,English,AmE,""":""""}",discover,saw the murder
1,24,38,female,English,AmE,""":""""}",be right,stole the money
0,24,38,female,English,AmE,""":""""}",confess,lost his key
0,63,25,female,English,AmE,""":""""}",final NRRC,cheated on his wife
1,63,25,female,English,AmE,""":""""}",confirm,lost his key
0,63,25,female,English,AmE,""":""""}",know,stole the money
1,63,25,female,English,AmE,""":""""}",AI MC,control
0,63,25,female,English,AmE,""":""""}",discover,broke the plate
0,63,25,female,English,AmE,""":""""}",confess,saw the murder
0,63,25,female,English,AmE,""":""""}",NAI MC,control
0,63,25,female,English,AmE,""":""""}",be right,ate the last cupcake
0,63,25,female,English,AmE,""":""""}",medial NRRC,bought a new car
0,19,50,male,English,AmE,""":""""}",discover,broke the plate
0.82,19,50,male,English,AmE,""":""""}",final NRRC,lost his key
0,19,50,male,English,AmE,""":""""}",NAI MC,control
0,19,50,male,English,AmE,""":""""}",confirm,saw the murder
0.66,19,50,male,English,AmE,""":""""}",know,ate the last cupcake
0.23,19,50,male,English,AmE,""":""""}",be right,bought a new car
0.77,19,50,male,English,AmE,""":""""}",AI MC,control
0.65,19,50,male,English,AmE,""":""""}",medial NRRC,stole the money
0.4,19,50,male,English,AmE,""":""""}",confess,cheated on his wife
1,36,32,female,English,AmE,""":""n/a""}",AI MC,control
0.02,36,32,female,English,AmE,""":""n/a""}",final NRRC,saw the murder
0.91,36,32,female,English,AmE,""":""n/a""}",confess,broke the plate
1,36,32,female,English,AmE,""":""n/a""}",be right,bought a new car
0.32,36,32,female,English,AmE,""":""n/a""}",discover,lost his key
0,36,32,female,English,AmE,""":""n/a""}",medial NRRC,stole the money
0.78,36,32,female,English,AmE,""":""n/a""}",confirm,ate the last cupcake
0,36,32,female,English,AmE,""":""n/a""}",NAI MC,control
0.02,36,32,female,English,AmE,""":""n/a""}",know,cheated on his wife
0.78,43,74,female,English,AmE,""":""None""}",be right,lost his key
0.08,43,74,female,English,AmE,""":""None""}",know,saw the murder
0.19,43,74,female,English,AmE,""":""None""}",confirm,stole the money
0.14,43,74,female,English,AmE,""":""None""}",confess,ate the last cupcake
0.15,43,74,female,English,AmE,""":""None""}",medial NRRC,bought a new car
0.11,43,74,female,English,AmE,""":""None""}",final NRRC,cheated on his wife
0,43,74,female,English,AmE,""":""None""}",NAI MC,control
0.06,43,74,female,English,AmE,""":""None""}",discover,broke the plate
1,43,74,female,English,AmE,""":""None""}",AI MC,control
1,6,48,female,English,AmE,""":""""}",AI MC,control
0,6,48,female,English,AmE,""":""""}",confess,ate the last cupcake
0,6,48,female,English,AmE,""":""""}",know,broke the plate
1,6,48,female,English,AmE,""":""""}",confirm,lost his key
0,6,48,female,English,AmE,""":""""}",NAI MC,control
0,6,48,female,English,AmE,""":""""}",discover,cheated on his wife
1,6,48,female,English,AmE,""":""""}",be right,stole the money
0,6,48,female,English,AmE,""":""""}",final NRRC,saw the murder
0,6,48,female,English,AmE,""":""""}",medial NRRC,bought a new car
1,8,48,female,English,AmE,""":""""}",confess,stole the money
1,8,48,female,English,AmE,""":""""}",be right,saw the murder
1,8,48,female,English,AmE,""":""""}",AI MC,control
0,8,48,female,English,AmE,""":""""}",final NRRC,ate the last cupcake
0,8,48,female,English,AmE,""":""""}",know,broke the plate
0,8,48,female,English,AmE,""":""""}",confirm,lost his key
0,8,48,female,English,AmE,""":""""}",discover,cheated on his wife
0,8,48,female,English,AmE,""":""""}",NAI MC,control
0,8,48,female,English,AmE,""":""""}",medial NRRC,bought a new car
1,21,34,male,English,AmE,""":""""}",be right,stole the money
1,21,34,male,English,AmE,""":""""}",medial NRRC,saw the murder
0,21,34,male,English,AmE,""":""""}",final NRRC,ate the last cupcake
0,21,34,male,English,AmE,""":""""}",discover,bought a new car
1,21,34,male,English,AmE,""":""""}",AI MC,control
1,21,34,male,English,AmE,""":""""}",confirm,cheated on his wife
0,21,34,male,English,AmE,""":""""}",NAI MC,control
1,21,34,male,English,AmE,""":""""}",confess,broke the plate
0,21,34,male,English,AmE,""":""""}",know,lost his key
0,10,65,female,English,AmE,""":""some of the questions seemed nuanced, it would be nice to know my score of what i got right""}",final NRRC,saw the murder
0,10,65,female,English,AmE,""":""some of the questions seemed nuanced, it would be nice to know my score of what i got right""}",discover,broke the plate
0,10,65,female,English,AmE,""":""some of the questions seemed nuanced, it would be nice to know my score of what i got right""}",confirm,stole the money
0,10,65,female,English,AmE,""":""some of the questions seemed nuanced, it would be nice to know my score of what i got right""}",confess,ate the last cupcake
0,10,65,female,English,AmE,""":""some of the questions seemed nuanced, it would be nice to know my score of what i got right""}",NAI MC,control
1,10,65,female,English,AmE,""":""some of the questions seemed nuanced, it would be nice to know my score of what i got right""}",AI MC,control
0,10,65,female,English,AmE,""":""some of the questions seemed nuanced, it would be nice to know my score of what i got right""}",know,bought a new car
1,10,65,female,English,AmE,""":""some of the questions seemed nuanced, it would be nice to know my score of what i got right""}",be right,lost his key
0,10,65,female,English,AmE,""":""some of the questions seemed nuanced, it would be nice to know my score of what i got right""}",medial NRRC,cheated on his wife
1,18,54,female,English,AmE,""":""""}",be right,cheated on his wife
0,18,54,female,English,AmE,""":""""}",medial NRRC,stole the money
0,18,54,female,English,AmE,""":""""}",discover,bought a new car
1,18,54,female,English,AmE,""":""""}",AI MC,control
0,18,54,female,English,AmE,""":""""}",know,saw the murder
0,18,54,female,English,AmE,""":""""}",NAI MC,control
0,18,54,female,English,AmE,""":""""}",confess,lost his key
0,18,54,female,English,AmE,""":""""}",final NRRC,ate the last cupcake
1,18,54,female,English,AmE,""":""""}",confirm,broke the plate
0,20,29,male,English,AmE,""":""""}",confess,saw the murder
0,20,29,male,English,AmE,""":""""}",know,ate the last cupcake
0,20,29,male,English,AmE,""":""""}",medial NRRC,stole the money
0,20,29,male,English,AmE,""":""""}",confirm,cheated on his wife
0,20,29,male,English,AmE,""":""""}",final NRRC,bought a new car
0,20,29,male,English,AmE,""":""""}",discover,lost his key
0,20,29,male,English,AmE,""":""""}",NAI MC,control
1,20,29,male,English,AmE,""":""""}",AI MC,control
0,20,29,male,English,AmE,""":""""}",be right,broke the plate
0.99,3,43,female,English,AmE,""":""""}",discover,lost his key
1,3,43,female,English,AmE,""":""""}",medial NRRC,saw the murder
0.93,3,43,female,English,AmE,""":""""}",confirm,broke the plate
0.66,3,43,female,English,AmE,""":""""}",final NRRC,bought a new car
1,3,43,female,English,AmE,""":""""}",AI MC,control
0.42,3,43,female,English,AmE,""":""""}",confess,ate the last cupcake
0.43,3,43,female,English,AmE,""":""""}",know,stole the money
0.91,3,43,female,English,AmE,""":""""}",be right,cheated on his wife
0,3,43,female,English,AmE,""":""""}",NAI MC,control
0.02,50,27,female,English,AmE,""":""""}",final NRRC,bought a new car
1,50,27,female,English,AmE,""":""""}",AI MC,control
0,50,27,female,English,AmE,""":""""}",know,lost his key
0,50,27,female,English,AmE,""":""""}",confess,stole the money
0,50,27,female,English,AmE,""":""""}",medial NRRC,ate the last cupcake
1,50,27,female,English,AmE,""":""""}",be right,cheated on his wife
0,50,27,female,English,AmE,""":""""}",NAI MC,control
1,50,27,female,English,AmE,""":""""}",confirm,saw the murder
1,50,27,female,English,AmE,""":""""}",discover,broke the plate
1,78,30,female,English,AmE,""":""""}",AI MC,control
1,78,30,female,English,AmE,""":""""}",discover,lost his key
0,78,30,female,English,AmE,""":""""}",confirm,broke the plate
0.13,78,30,female,English,AmE,""":""""}",medial NRRC,saw the murder
0.23,78,30,female,English,AmE,""":""""}",confess,bought a new car
0.15,78,30,female,English,AmE,""":""""}",final NRRC,stole the money
0.25,78,30,female,English,AmE,""":""""}",know,ate the last cupcake
0,78,30,female,English,AmE,""":""""}",NAI MC,control
0.88,78,30,female,English,AmE,""":""""}",be right,cheated on his wife
0,79,24,male,English,AmE,""":""""}",final NRRC,bought a new car
1,79,24,male,English,AmE,""":""""}",confess,lost his key
1,79,24,male,English,AmE,""":""""}",be right,stole the money
1,79,24,male,English,AmE,""":""""}",discover,ate the last cupcake
1,79,24,male,English,AmE,""":""""}",AI MC,control
0,79,24,male,English,AmE,""":""""}",NAI MC,control
1,79,24,male,English,AmE,""":""""}",know,cheated on his wife
1,79,24,male,English,AmE,""":""""}",confirm,broke the plate
1,79,24,male,English,AmE,""":""""}",medial NRRC,saw the murder
1,42,37,female,English,AmE,""":""""}",AI MC,control
1,42,37,female,English,AmE,""":""""}",discover,lost his key
1,42,37,female,English,AmE,""":""""}",know,broke the plate
1,42,37,female,English,AmE,""":""""}",confirm,ate the last cupcake
0,42,37,female,English,AmE,""":""""}",NAI MC,control
1,42,37,female,English,AmE,""":""""}",confess,cheated on his wife
1,42,37,female,English,AmE,""":""""}",be right,saw the murder
0,42,37,female,English,AmE,""":""""}",final NRRC,bought a new car
0,42,37,female,English,AmE,""":""""}",medial NRRC,stole the money
1,61,58,male,English,AmE,""":""Interesting study, thanks. I know that one of my answers was in-between the middle and the end, as that's how I intpreted it.""}",AI MC,control
0.79,61,58,male,English,AmE,""":""Interesting study, thanks. I know that one of my answers was in-between the middle and the end, as that's how I intpreted it.""}",discover,cheated on his wife
0,61,58,male,English,AmE,""":""Interesting study, thanks. I know that one of my answers was in-between the middle and the end, as that's how I intpreted it.""}",medial NRRC,ate the last cupcake
0,61,58,male,English,AmE,""":""Interesting study, thanks. I know that one of my answers was in-between the middle and the end, as that's how I intpreted it.""}",know,broke the plate
0,61,58,male,English,AmE,""":""Interesting study, thanks. I know that one of my answers was in-between the middle and the end, as that's how I intpreted it.""}",NAI MC,control
0,61,58,male,English,AmE,""":""Interesting study, thanks. I know that one of my answers was in-between the middle and the end, as that's how I intpreted it.""}",be right,saw the murder
0,61,58,male,English,AmE,""":""Interesting study, thanks. I know that one of my answers was in-between the middle and the end, as that's how I intpreted it.""}",confess,bought a new car
0,61,58,male,English,AmE,""":""Interesting study, thanks. I know that one of my answers was in-between the middle and the end, as that's how I intpreted it.""}",final NRRC,stole the money
0,61,58,male,English,AmE,""":""Interesting study, thanks. I know that one of my answers was in-between the middle and the end, as that's how I intpreted it.""}",confirm,lost his key
