rt,response,trial_type,trial_index,time_elapsed,internal_node_id,correct,stimulus,question_order,accuracy,participant_id,ctime
17295,"{""<b>Oliver:</b> <em> Sophia confirmed that Jack saw the murder.</em><br><br><b>Grace:</b>"":""<em>No, he didn't see the murder.</em>""}",survey-multi-choice,5,88856,0.0-4.0,NA,NA,[0],NA,96a94cfc-adbc-43e8-9ee4-d16307525b07,2024-08-08 14:27:40 CEST
13219,"{""<b>Vincent:</b> <em> The neighbor envies Greg, who bought a new car.</em><br><br><b>Clare:</b>"":""<em>Yes, but he didn't buy a new car.</em>""}",survey-multi-choice,6,102077,0.0-5.0,NA,NA,[0],NA,96a94cfc-adbc-43e8-9ee4-d16307525b07,2024-08-08 14:27:40 CEST
6187,"{""<b>Charlotte:</b> <em> Lucy, who broke the plate, apologized.</em><br><br><b>Leo:</b>"":""<em>Yes, but she didn't break the plate.</em>""}",survey-multi-choice,7,108266,0.0-6.0,NA,NA,[0],NA,96a94cfc-adbc-43e8-9ee4-d16307525b07,2024-08-08 14:27:40 CEST
7350,"{""<b>Isabel:</b> <em> David is right that Ann stole the money.</em><br><br><b>Frank:</b>"":""<em>No, she didn't steal the money.</em>""}",survey-multi-choice,8,115616,0.0-7.0,NA,NA,[0],NA,96a94cfc-adbc-43e8-9ee4-d16307525b07,2024-08-08 14:27:40 CEST
5224,"{""<b>Mary:</b><em> Arthur took a French course.</em><br><br><b>Lily:</b>"":""<em>No, he didn't take a French course.</em><br> <br> Please choose the response by Lily that sounds best to you.""}",survey-multi-choice,9,120841,0.0-8.0,NA,NA,[0],NA,96a94cfc-adbc-43e8-9ee4-d16307525b07,2024-08-08 14:27:40 CEST
7149,"{""<b>Ken:</b> <em> Patricia discovered that Dustin lost his key.</em><br><br><b>William:</b>"":""<em>No, he didn't lose his key.</em><br><br>Please choose the response by William that sounds best to you.""}",survey-multi-choice,10,127991,0.0-9.0,NA,NA,[0],NA,96a94cfc-adbc-43e8-9ee4-d16307525b07,2024-08-08 14:27:40 CEST
5702,"{""<b>Robert:</b><em> Betsy has a cat. </em><br><br><b>Maximilian:</b>"":""<em>Yes, and she loves it so much.</em><br> <br> Please choose the response by Maximilian that sounds best to you.""}",survey-multi-choice,11,133695,0.0-10.0,NA,NA,[0],NA,96a94cfc-adbc-43e8-9ee4-d16307525b07,2024-08-08 14:27:40 CEST
14811,"{""P0_Q0"":null,""age"":""26"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""comments"":""""}",survey,12,148552,0.0-11.0,NA,NA,NA,[],96a94cfc-adbc-43e8-9ee4-d16307525b07,2024-08-08 14:27:40 CEST
11938,"{""Q0"":""Elizabeth""}",survey-text,0,11977,0.0-0.0-0.0,TRUE,NA,NA,NA,48027f4d-8d5c-4867-90f4-1af8f4394ef8,2024-08-08 14:28:25 CEST
1447,0,html-button-response,1,13428,0.0-0.0-3.0-0.0,NA,<p style='text-align:left'><b> Correct response! You are a human :) </b><br><br></p>,NA,NA,48027f4d-8d5c-4867-90f4-1af8f4394ef8,2024-08-08 14:28:25 CEST
5933,0,html-button-response,2,19363,0.0-1.0,NA,"<style>.jsPsych-servey-multi-choice-button {border-radius: 50%;               background-color: white;               border: 0.1px solid #000000;               box-shadow: none;               width: 14px;               height: 14px;               margin-bottom: 5px;               margin-top: 2px;               margin-right: 9px;               color: darked;  }               </style>  <h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read nine statements by a speaker, as in the example below, where Candy makes a statement. You will then read three possible responses, here by Lenny.</p>  <p style='text-align:left'> <b>Candy</b>: <i>Jens thinks that it is going to rain tomorrow. </i> <br> <b>Lenny</b>: <br> <button class='jsPsych-servey-multi-choice-button' disabled></button>1.<i> No, it is not going to rain tomorrow. </i> <br> <button class='jsPsych-servey-multi-choice-button' disabled></button>2. <i> Yes, and it is not going to rain tomorrow.</i> <br> <button class='jsPsych-servey-multi-choice-button' disabled></button>3.<i> Yes, but it is not going to rain tomorrow.</i></p>  <p style='text-align:left'>We ask you to choose the response that sounds best to you by selecting the button in front of the response.</p>  <p style='text-align:left'>This experiment will take around 2 minutes, and you will be paid 40 cents.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below, you agree to participate in this experiment, which is conducted by researchers at the University of Stuttgart. You may withdraw from this experiment at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the requester through Prolific's platform, or directly at st180735@stud.uni-stuttgart.de.</p>",NA,NA,48027f4d-8d5c-4867-90f4-1af8f4394ef8,2024-08-08 14:28:25 CEST
9935,"{""<b>Ken:</b> <em> Tony confirmed that Lucy broke the plate.</em><br><br><b>Steven:</b>"":""<em>No, she didn't break the plate.</em>""}",survey-multi-choice,3,29301,0.0-2.0,NA,NA,[0],NA,48027f4d-8d5c-4867-90f4-1af8f4394ef8,2024-08-08 14:28:25 CEST
7023,"{""<b>Chloe:</b> <em> Emma discovered that Raul cheated on his wife.</em><br><br><b>Grace:</b>"":""<em>No, he didn't cheat on his wife.</em>""}",survey-multi-choice,4,36327,0.0-3.0,NA,NA,[0],NA,48027f4d-8d5c-4867-90f4-1af8f4394ef8,2024-08-08 14:28:25 CEST
11016,"{""<b>Frank:</b> <em> Mia is right that Greg bought a new car.</em><br><br><b>Nora:</b>"":""<em>No, he didn't buy a new car.</em><br><br>Please choose the response by Nora that sounds best to you.""}",survey-multi-choice,5,47348,0.0-4.0,NA,NA,[0],NA,48027f4d-8d5c-4867-90f4-1af8f4394ef8,2024-08-08 14:28:25 CEST
6469,"{""<b>Robert:</b><em> Betsy has a cat. </em><br><br><b>Maximilian:</b>"":""<em>Yes, and she loves it so much.</em><br> <br> Please choose the response by Maximilian that sounds best to you.""}",survey-multi-choice,6,53819,0.0-5.0,NA,NA,[0],NA,48027f4d-8d5c-4867-90f4-1af8f4394ef8,2024-08-08 14:28:25 CEST
5372,"{""<b>Vincent:</b> <em> David confessed that Ann stole the money.</em><br><br><b>Noah:</b>"":""<em>No, she didn't steal the money.</em>""}",survey-multi-choice,7,59197,0.0-6.0,NA,NA,[0],NA,48027f4d-8d5c-4867-90f4-1af8f4394ef8,2024-08-08 14:28:25 CEST
7061,"{""<b>Alice:</b> <em> The police found Jack, who saw the murder.</em><br><br><b>Bob:</b>"":""<em>No, he didn't see the murder.</em>""}",survey-multi-choice,8,66259,0.0-7.0,NA,NA,[0],NA,48027f4d-8d5c-4867-90f4-1af8f4394ef8,2024-08-08 14:28:25 CEST
5937,"{""<b>Mary:</b><em> Arthur took a French course.</em><br><br><b>Lily:</b>"":""<em>No, he didn't take a French course.</em><br> <br> Please choose the response by Lily that sounds best to you.""}",survey-multi-choice,9,72202,0.0-8.0,NA,NA,[0],NA,48027f4d-8d5c-4867-90f4-1af8f4394ef8,2024-08-08 14:28:25 CEST
5107,"{""<b>Isabel:</b> <em> Dustin, who lost his key, feels upset.</em><br><br><b>Oliver:</b>"":""<em>No, he didn't lose his key.</em><br><br>Please choose the response by Oliver that sounds best to you.""}",survey-multi-choice,10,77315,0.0-9.0,NA,NA,[0],NA,48027f4d-8d5c-4867-90f4-1af8f4394ef8,2024-08-08 14:28:25 CEST
4881,"{""<b>Leo:</b> <em> Linda knows that Danny ate the last cupcake.</em><br><br><b>Nina:</b>"":""<em>No, he didn't eat the last cupcake.</em><br><br>Please choose the response by Nina that sounds best to you.""}",survey-multi-choice,11,82201,0.0-10.0,NA,NA,[0],NA,48027f4d-8d5c-4867-90f4-1af8f4394ef8,2024-08-08 14:28:25 CEST
19067,"{""P0_Q0"":null,""age"":""45"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""comments"":""""}",survey,12,101337,0.0-11.0,NA,NA,NA,[],48027f4d-8d5c-4867-90f4-1af8f4394ef8,2024-08-08 14:28:25 CEST
7105,"{""Q0"":""Barbara""}",survey-text,0,7119,0.0-0.0-0.0,TRUE,NA,NA,NA,ae731735-895f-48be-9be2-f41950706c60,2024-08-08 14:29:45 CEST
943,0,html-button-response,1,8066,0.0-0.0-3.0-0.0,NA,<p style='text-align:left'><b> Correct response! You are a human :) </b><br><br></p>,NA,NA,ae731735-895f-48be-9be2-f41950706c60,2024-08-08 14:29:45 CEST
19365,0,html-button-response,2,27434,0.0-1.0,NA,"<style>.jsPsych-servey-multi-choice-button {border-radius: 50%;               background-color: white;               border: 0.1px solid #000000;               box-shadow: none;               width: 14px;               height: 14px;               margin-bottom: 5px;               margin-top: 2px;               margin-right: 9px;               color: darked;  }               </style>  <h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read nine statements by a speaker, as in the example below, where Candy makes a statement. You will then read three possible responses, here by Lenny.</p>  <p style='text-align:left'> <b>Candy</b>: <i>Jens thinks that it is going to rain tomorrow. </i> <br> <b>Lenny</b>: <br> <button class='jsPsych-servey-multi-choice-button' disabled></button>1.<i> No, it is not going to rain tomorrow. </i> <br> <button class='jsPsych-servey-multi-choice-button' disabled></button>2. <i> Yes, and it is not going to rain tomorrow.</i> <br> <button class='jsPsych-servey-multi-choice-button' disabled></button>3.<i> Yes, but it is not going to rain tomorrow.</i></p>  <p style='text-align:left'>We ask you to choose the response that sounds best to you by selecting the button in front of the response.</p>  <p style='text-align:left'>This experiment will take around 2 minutes, and you will be paid 40 cents.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below, you agree to participate in this experiment, which is conducted by researchers at the University of Stuttgart. You may withdraw from this experiment at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the requester through Prolific's platform, or directly at st180735@stud.uni-stuttgart.de.</p>",NA,NA,ae731735-895f-48be-9be2-f41950706c60,2024-08-08 14:29:45 CEST
16531,"{""<b>Isabel:</b> <em> Patricia confessed that Dustin lost his key.</em><br><br><b>William:</b>"":""<em>No, he didn't lose his key.</em><br><br>Please choose the response by William that sounds best to you.""}",survey-multi-choice,3,43970,0.0-2.0,NA,NA,[0],NA,ae731735-895f-48be-9be2-f41950706c60,2024-08-08 14:29:45 CEST
6918,"{""<b>Vincent:</b> <em> Linda knows that Danny ate the last cupcake.</em><br><br><b>Steven:</b>"":""<em>No, he didn't eat the last cupcake.</em>""}",survey-multi-choice,4,50894,0.0-3.0,NA,NA,[0],NA,ae731735-895f-48be-9be2-f41950706c60,2024-08-08 14:29:45 CEST
6546,"{""<b>Oliver:</b> <em> Greg, who bought a new car, has a driver's license.</em><br><br><b>Clare:</b>"":""<em>No, he didn't buy a new car.</em>""}",survey-multi-choice,5,57446,0.0-4.0,NA,NA,[0],NA,ae731735-895f-48be-9be2-f41950706c60,2024-08-08 14:29:45 CEST
4417,"{""<b>Leo:</b> <em> David is right that Ann stole the money.</em><br><br><b>Bob:</b>"":""<em>No, she didn't steal the money.</em>""}",survey-multi-choice,6,61876,0.0-5.0,NA,NA,[0],NA,ae731735-895f-48be-9be2-f41950706c60,2024-08-08 14:29:45 CEST
14820,"{""<b>Frank:</b> <em> The chef scolded Lucy, who broke the plate.</em><br><br><b>Charlie:</b>"":""<em>Yes, but she didn't break the plate.</em>""}",survey-multi-choice,7,76711,0.0-6.0,NA,NA,[0],NA,ae731735-895f-48be-9be2-f41950706c60,2024-08-08 14:29:45 CEST
7616,"{""<b>Charlotte:</b> <em> Emma discovered that Raul cheated on his wife.</em><br><br><b>Nora:</b>"":""<em>No, he didn't cheat on his wife.</em><br><br>Please choose the response by Nora that sounds best to you.""}",survey-multi-choice,8,84339,0.0-7.0,NA,NA,[0],NA,ae731735-895f-48be-9be2-f41950706c60,2024-08-08 14:29:45 CEST
5824,"{""<b>Mary:</b><em> Arthur took a French course.</em><br><br><b>Lily:</b>"":""<em>No, he didn't take a French course.</em><br> <br> Please choose the response by Lily that sounds best to you.""}",survey-multi-choice,9,90169,0.0-8.0,NA,NA,[0],NA,ae731735-895f-48be-9be2-f41950706c60,2024-08-08 14:29:45 CEST
5252,"{""<b>Robert:</b><em> Betsy has a cat. </em><br><br><b>Maximilian:</b>"":""<em>Yes, and she loves it so much.</em><br> <br> Please choose the response by Maximilian that sounds best to you.""}",survey-multi-choice,10,95436,0.0-9.0,NA,NA,[0],NA,ae731735-895f-48be-9be2-f41950706c60,2024-08-08 14:29:45 CEST
6355,"{""<b>Dawn:</b> <em> Sophia confirmed that Jack saw the murder.</em><br><br><b>Ken:</b>"":""<em>No, he didn't see the murder.</em>""}",survey-multi-choice,11,101805,0.0-10.0,NA,NA,[0],NA,ae731735-895f-48be-9be2-f41950706c60,2024-08-08 14:29:45 CEST
8931,"{""P0_Q0"":null,""age"":""38"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""comments"":""no issues""}",survey,12,110876,0.0-11.0,NA,NA,NA,[],ae731735-895f-48be-9be2-f41950706c60,2024-08-08 14:29:45 CEST
11058,"{""Q0"":""Jennifer""}",survey-text,0,11069,0.0-0.0-0.0,TRUE,NA,NA,NA,95d1107a-6fb2-4f0e-aa2d-fb3b811905c9,2024-08-08 14:29:53 CEST
1093,0,html-button-response,1,12162,0.0-0.0-3.0-0.0,NA,<p style='text-align:left'><b> Correct response! You are a human :) </b><br><br></p>,NA,NA,95d1107a-6fb2-4f0e-aa2d-fb3b811905c9,2024-08-08 14:29:53 CEST
17322,0,html-button-response,2,29486,0.0-1.0,NA,"<style>.jsPsych-servey-multi-choice-button {border-radius: 50%;               background-color: white;               border: 0.1px solid #000000;               box-shadow: none;               width: 14px;               height: 14px;               margin-bottom: 5px;               margin-top: 2px;               margin-right: 9px;               color: darked;  }               </style>  <h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read nine statements by a speaker, as in the example below, where Candy makes a statement. You will then read three possible responses, here by Lenny.</p>  <p style='text-align:left'> <b>Candy</b>: <i>Jens thinks that it is going to rain tomorrow. </i> <br> <b>Lenny</b>: <br> <button class='jsPsych-servey-multi-choice-button' disabled></button>1.<i> No, it is not going to rain tomorrow. </i> <br> <button class='jsPsych-servey-multi-choice-button' disabled></button>2. <i> Yes, and it is not going to rain tomorrow.</i> <br> <button class='jsPsych-servey-multi-choice-button' disabled></button>3.<i> Yes, but it is not going to rain tomorrow.</i></p>  <p style='text-align:left'>We ask you to choose the response that sounds best to you by selecting the button in front of the response.</p>  <p style='text-align:left'>This experiment will take around 2 minutes, and you will be paid 40 cents.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below, you agree to participate in this experiment, which is conducted by researchers at the University of Stuttgart. You may withdraw from this experiment at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the requester through Prolific's platform, or directly at st180735@stud.uni-stuttgart.de.</p>",NA,NA,95d1107a-6fb2-4f0e-aa2d-fb3b811905c9,2024-08-08 14:29:53 CEST
6059,"{""<b>Robert:</b><em> Betsy has a cat. </em><br><br><b>Maximilian:</b>"":""<em>Yes, and she loves it so much.</em><br> <br> Please choose the response by Maximilian that sounds best to you.""}",survey-multi-choice,3,35547,0.0-2.0,NA,NA,[0],NA,95d1107a-6fb2-4f0e-aa2d-fb3b811905c9,2024-08-08 14:29:53 CEST
10606,"{""<b>Steven:</b> <em> The police found Jack, who saw the murder.</em><br><br><b>William:</b>"":""<em>Yes, but he didn't see the murder.</em><br><br>Please choose the response by William that sounds best to you.""}",survey-multi-choice,4,46156,0.0-3.0,NA,NA,[0],NA,95d1107a-6fb2-4f0e-aa2d-fb3b811905c9,2024-08-08 14:29:53 CEST
7385,"{""<b>Mary:</b><em> Arthur took a French course.</em><br><br><b>Lily:</b>"":""<em>No, he didn't take a French course.</em><br> <br> Please choose the response by Lily that sounds best to you.""}",survey-multi-choice,5,53544,0.0-4.0,NA,NA,[0],NA,95d1107a-6fb2-4f0e-aa2d-fb3b811905c9,2024-08-08 14:29:53 CEST
9714,"{""<b>Nina:</b> <em> Mia confessed that Greg bought a new car.</em><br><br><b>Clare:</b>"":""<em>No, he didn't buy a new car.</em>""}",survey-multi-choice,6,63260,0.0-5.0,NA,NA,[0],NA,95d1107a-6fb2-4f0e-aa2d-fb3b811905c9,2024-08-08 14:29:53 CEST
9126,"{""<b>Grace:</b> <em> Tony knows that Lucy broke the plate.</em><br><br><b>Dawn:</b>"":""<em>No, she didn't break the plate.</em>""}",survey-multi-choice,7,72389,0.0-6.0,NA,NA,[0],NA,95d1107a-6fb2-4f0e-aa2d-fb3b811905c9,2024-08-08 14:29:53 CEST
16165,"{""<b>Nora:</b> <em> David is right that Ann stole the money.</em><br><br><b>Vincent:</b>"":""<em>No, she didn't steal the money.</em>""}",survey-multi-choice,8,88556,0.0-7.0,NA,NA,[0],NA,95d1107a-6fb2-4f0e-aa2d-fb3b811905c9,2024-08-08 14:29:53 CEST
12962,"{""<b>Charlie:</b> <em> Linda confirmed that Danny ate the last cupcake.</em><br><br><b>Frank:</b>"":""<em>No, he didn't eat the last cupcake.</em><br><br>Please choose the response by Frank that sounds best to you.""}",survey-multi-choice,9,101521,0.0-8.0,NA,NA,[0],NA,95d1107a-6fb2-4f0e-aa2d-fb3b811905c9,2024-08-08 14:29:53 CEST
8988,"{""<b>Bob:</b> <em> Dustin, who lost his key, feels upset.</em><br><br><b>Isabel:</b>"":""<em>No, he didn't lose his key.</em>""}",survey-multi-choice,10,110511,0.0-9.0,NA,NA,[0],NA,95d1107a-6fb2-4f0e-aa2d-fb3b811905c9,2024-08-08 14:29:53 CEST
7705,"{""<b>Chloe:</b> <em> Emma discovered that Raul cheated on his wife.</em><br><br><b>Alice:</b>"":""<em>No, he didn't cheat on his wife.</em>""}",survey-multi-choice,11,118219,0.0-10.0,NA,NA,[0],NA,95d1107a-6fb2-4f0e-aa2d-fb3b811905c9,2024-08-08 14:29:53 CEST
11503,"{""P0_Q0"":null,""age"":""34"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""comments"":""""}",survey,12,129762,0.0-11.0,NA,NA,NA,[],95d1107a-6fb2-4f0e-aa2d-fb3b811905c9,2024-08-08 14:29:53 CEST
17771,"{""Q0"":""Patricia""}",survey-text,0,17798,0.0-0.0-0.0,TRUE,NA,NA,NA,22fa8d0a-ba14-4d28-9239-010cea7baeaf,2024-08-08 14:30:25 CEST
1311,0,html-button-response,1,19113,0.0-0.0-3.0-0.0,NA,<p style='text-align:left'><b> Correct response! You are a human :) </b><br><br></p>,NA,NA,22fa8d0a-ba14-4d28-9239-010cea7baeaf,2024-08-08 14:30:25 CEST
34498,0,html-button-response,2,53613,0.0-1.0,NA,"<style>.jsPsych-servey-multi-choice-button {border-radius: 50%;               background-color: white;               border: 0.1px solid #000000;               box-shadow: none;               width: 14px;               height: 14px;               margin-bottom: 5px;               margin-top: 2px;               margin-right: 9px;               color: darked;  }               </style>  <h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read nine statements by a speaker, as in the example below, where Candy makes a statement. You will then read three possible responses, here by Lenny.</p>  <p style='text-align:left'> <b>Candy</b>: <i>Jens thinks that it is going to rain tomorrow. </i> <br> <b>Lenny</b>: <br> <button class='jsPsych-servey-multi-choice-button' disabled></button>1.<i> No, it is not going to rain tomorrow. </i> <br> <button class='jsPsych-servey-multi-choice-button' disabled></button>2. <i> Yes, and it is not going to rain tomorrow.</i> <br> <button class='jsPsych-servey-multi-choice-button' disabled></button>3.<i> Yes, but it is not going to rain tomorrow.</i></p>  <p style='text-align:left'>We ask you to choose the response that sounds best to you by selecting the button in front of the response.</p>  <p style='text-align:left'>This experiment will take around 2 minutes, and you will be paid 40 cents.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below, you agree to participate in this experiment, which is conducted by researchers at the University of Stuttgart. You may withdraw from this experiment at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the requester through Prolific's platform, or directly at st180735@stud.uni-stuttgart.de.</p>",NA,NA,22fa8d0a-ba14-4d28-9239-010cea7baeaf,2024-08-08 14:30:25 CEST
21053,"{""<b>Oliver:</b> <em> Emma is right that Raul cheated on his wife.</em><br><br><b>Noah:</b>"":""<em>No, he didn't cheat on his wife.</em>""}",survey-multi-choice,3,74670,0.0-2.0,NA,NA,[0],NA,22fa8d0a-ba14-4d28-9239-010cea7baeaf,2024-08-08 14:30:25 CEST
12735,"{""<b>Leo:</b> <em> Patricia confirmed that Dustin lost his key.</em><br><br><b>Charlotte:</b>"":""<em>No, he didn't lose his key.</em><br><br>Please choose the response by Charlotte that sounds best to you.""}",survey-multi-choice,4,87410,0.0-3.0,NA,NA,[0],NA,22fa8d0a-ba14-4d28-9239-010cea7baeaf,2024-08-08 14:30:25 CEST
15775,"{""<b>Ken:</b> <em> David discovered that Ann stole the money.</em><br><br><b>Steven:</b>"":""<em>No, she didn't steal the money.</em>""}",survey-multi-choice,5,103189,0.0-4.0,NA,NA,[0],NA,22fa8d0a-ba14-4d28-9239-010cea7baeaf,2024-08-08 14:30:25 CEST
33188,"{""<b>Frank:</b> <em> The chef scolded Lucy, who broke the plate.</em><br><br><b>William:</b>"":""<em>Yes, but she didn't break the plate.</em>""}",survey-multi-choice,6,136381,0.0-5.0,NA,NA,[0],NA,22fa8d0a-ba14-4d28-9239-010cea7baeaf,2024-08-08 14:30:25 CEST
8228,"{""<b>Chloe:</b> <em> Linda confessed that Danny ate the last cupcake.</em><br><br><b>Dawn:</b>"":""<em>No, he didn't eat the last cupcake.</em>""}",survey-multi-choice,7,144614,0.0-6.0,NA,NA,[0],NA,22fa8d0a-ba14-4d28-9239-010cea7baeaf,2024-08-08 14:30:25 CEST
13903,"{""<b>Vincent:</b> <em> Mia knows that Greg bought a new car.</em><br><br><b>Isabel:</b>"":""<em>No, he didn't buy a new car.</em>""}",survey-multi-choice,8,158521,0.0-7.0,NA,NA,[0],NA,22fa8d0a-ba14-4d28-9239-010cea7baeaf,2024-08-08 14:30:25 CEST
11833,"{""<b>Mary:</b><em> Arthur took a French course.</em><br><br><b>Lily:</b>"":""<em>No, he didn't take a French course.</em><br> <br> Please choose the response by Lily that sounds best to you.""}",survey-multi-choice,9,170356,0.0-8.0,NA,NA,[0],NA,22fa8d0a-ba14-4d28-9239-010cea7baeaf,2024-08-08 14:30:25 CEST
12532,"{""<b>Nora:</b> <em> Jack, who saw the murder, ran away.</em><br><br><b>Alice:</b>"":""<em>No, he didn't see the murder.</em>""}",survey-multi-choice,10,182893,0.0-9.0,NA,NA,[0],NA,22fa8d0a-ba14-4d28-9239-010cea7baeaf,2024-08-08 14:30:25 CEST
11007,"{""<b>Robert:</b><em> Betsy has a cat. </em><br><br><b>Maximilian:</b>"":""<em>Yes, and she loves it so much.</em><br> <br> Please choose the response by Maximilian that sounds best to you.""}",survey-multi-choice,11,193905,0.0-10.0,NA,NA,[0],NA,22fa8d0a-ba14-4d28-9239-010cea7baeaf,2024-08-08 14:30:25 CEST
14197,"{""P0_Q0"":null,""age"":""36"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""comments"":""""}",survey,12,208174,0.0-11.0,NA,NA,NA,[],22fa8d0a-ba14-4d28-9239-010cea7baeaf,2024-08-08 14:30:25 CEST
16421,"{""Q0"":""Jessica""}",survey-text,0,16432,0.0-0.0-0.0,TRUE,NA,NA,NA,33cd64a4-b31c-49dc-9ad8-d23c1f69b301,2024-08-08 14:30:42 CEST
1138,0,html-button-response,1,17571,0.0-0.0-3.0-0.0,NA,<p style='text-align:left'><b> Correct response! You are a human :) </b><br><br></p>,NA,NA,33cd64a4-b31c-49dc-9ad8-d23c1f69b301,2024-08-08 14:30:42 CEST
13459,0,html-button-response,2,31031,0.0-1.0,NA,"<style>.jsPsych-servey-multi-choice-button {border-radius: 50%;               background-color: white;               border: 0.1px solid #000000;               box-shadow: none;               width: 14px;               height: 14px;               margin-bottom: 5px;               margin-top: 2px;               margin-right: 9px;               color: darked;  }               </style>  <h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read nine statements by a speaker, as in the example below, where Candy makes a statement. You will then read three possible responses, here by Lenny.</p>  <p style='text-align:left'> <b>Candy</b>: <i>Jens thinks that it is going to rain tomorrow. </i> <br> <b>Lenny</b>: <br> <button class='jsPsych-servey-multi-choice-button' disabled></button>1.<i> No, it is not going to rain tomorrow. </i> <br> <button class='jsPsych-servey-multi-choice-button' disabled></button>2. <i> Yes, and it is not going to rain tomorrow.</i> <br> <button class='jsPsych-servey-multi-choice-button' disabled></button>3.<i> Yes, but it is not going to rain tomorrow.</i></p>  <p style='text-align:left'>We ask you to choose the response that sounds best to you by selecting the button in front of the response.</p>  <p style='text-align:left'>This experiment will take around 2 minutes, and you will be paid 40 cents.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below, you agree to participate in this experiment, which is conducted by researchers at the University of Stuttgart. You may withdraw from this experiment at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the requester through Prolific's platform, or directly at st180735@stud.uni-stuttgart.de.</p>",NA,NA,33cd64a4-b31c-49dc-9ad8-d23c1f69b301,2024-08-08 14:30:42 CEST
11376,"{""<b>Chloe:</b> <em> Patricia is right that Dustin lost his key.</em><br><br><b>Leo:</b>"":""<em>No, he didn't lose his key.</em>""}",survey-multi-choice,3,42409,0.0-2.0,NA,NA,[0],NA,33cd64a4-b31c-49dc-9ad8-d23c1f69b301,2024-08-08 14:30:42 CEST
9830,"{""<b>Charlie:</b> <em> Linda confirmed that Danny ate the last cupcake.</em><br><br><b>Grace:</b>"":""<em>No, he didn't eat the last cupcake.</em><br><br>Please choose the response by Grace that sounds best to you.""}",survey-multi-choice,4,52240,0.0-3.0,NA,NA,[0],NA,33cd64a4-b31c-49dc-9ad8-d23c1f69b301,2024-08-08 14:30:42 CEST
7868,"{""<b>Alice:</b> <em> Ann criticized Raul, who cheated on his wife.</em><br><br><b>Charlotte:</b>"":""<em>No, he didn't cheat on his wife.</em>""}",survey-multi-choice,5,60110,0.0-4.0,NA,NA,[0],NA,33cd64a4-b31c-49dc-9ad8-d23c1f69b301,2024-08-08 14:30:42 CEST
5196,"{""<b>Robert:</b><em> Betsy has a cat. </em><br><br><b>Maximilian:</b>"":""<em>Yes, and she loves it so much.</em><br> <br> Please choose the response by Maximilian that sounds best to you.""}",survey-multi-choice,6,65309,0.0-5.0,NA,NA,[0],NA,33cd64a4-b31c-49dc-9ad8-d23c1f69b301,2024-08-08 14:30:42 CEST
8326,"{""<b>Mary:</b><em> Arthur took a French course.</em><br><br><b>Lily:</b>"":""<em>No, he didn't take a French course.</em><br> <br> Please choose the response by Lily that sounds best to you.""}",survey-multi-choice,7,73636,0.0-6.0,NA,NA,[0],NA,33cd64a4-b31c-49dc-9ad8-d23c1f69b301,2024-08-08 14:30:42 CEST
5836,"{""<b>Vincent:</b> <em> David knows that Ann stole the money.</em><br><br><b>Oliver:</b>"":""<em>No, she didn't steal the money.</em>""}",survey-multi-choice,8,79473,0.0-7.0,NA,NA,[0],NA,33cd64a4-b31c-49dc-9ad8-d23c1f69b301,2024-08-08 14:30:42 CEST
9379,"{""<b>Nora:</b> <em> Mia confessed that Greg bought a new car.</em><br><br><b>Nina:</b>"":""<em>No, he didn't buy a new car.</em>""}",survey-multi-choice,9,88854,0.0-8.0,NA,NA,[0],NA,33cd64a4-b31c-49dc-9ad8-d23c1f69b301,2024-08-08 14:30:42 CEST
7879,"{""<b>Clare:</b> <em> Jack, who saw the murder, ran away.</em><br><br><b>Dawn:</b>"":""<em>No, he didn't see the murder.</em>""}",survey-multi-choice,10,96735,0.0-9.0,NA,NA,[0],NA,33cd64a4-b31c-49dc-9ad8-d23c1f69b301,2024-08-08 14:30:42 CEST
6146,"{""<b>Noah:</b> <em> Tony discovered that Lucy broke the plate.</em><br><br><b>Isabel:</b>"":""<em>No, she didn't break the plate.</em><br><br>Please choose the response by Isabel that sounds best to you.""}",survey-multi-choice,11,102883,0.0-10.0,NA,NA,[0],NA,33cd64a4-b31c-49dc-9ad8-d23c1f69b301,2024-08-08 14:30:42 CEST
