response,trial_index,trial_type,participantID,age,gender,language,amE,comments,expression,cc
0.99,6,html-slider-response,19,77,male,English,AmE,""":""Most of he responses seemed natural to me but they all seemed to require further comment for explanation.""}",mnrrc,ate the last cupcake
0.98,7,html-slider-response,19,77,male,English,AmE,""":""Most of he responses seemed natural to me but they all seemed to require further comment for explanation.""}",be right,stole the money
0.93,8,html-slider-response,19,77,male,English,AmE,""":""Most of he responses seemed natural to me but they all seemed to require further comment for explanation.""}",know,lost his key
0.93,9,html-slider-response,19,77,male,English,AmE,""":""Most of he responses seemed natural to me but they all seemed to require further comment for explanation.""}",confess,bought a new car
0.95,11,html-slider-response,19,77,male,English,AmE,""":""Most of he responses seemed natural to me but they all seemed to require further comment for explanation.""}",confirm,broke the plate
0.83,4,html-slider-response,58,40,male,English,AmE,""":""""}",confess,ate the last cupcake
0.6,5,html-slider-response,58,40,male,English,AmE,""":""""}",mnrrc,bought a new car
0.87,6,html-slider-response,58,40,male,English,AmE,""":""""}",know,broke the plate
0.77,7,html-slider-response,58,40,male,English,AmE,""":""""}",discover,cheated on his wife
0.92,8,html-slider-response,58,40,male,English,AmE,""":""""}",fnrrc,saw the murder
0.89,10,html-slider-response,58,40,male,English,AmE,""":""""}",confirm,stole the money
0.91,11,html-slider-response,58,40,male,English,AmE,""":""""}",be right,lost his key
1,5,html-slider-response,74,44,female,English,AmE,""":""""}",fnrrc,stole the money
0.8,6,html-slider-response,74,44,female,English,AmE,""":""""}",confess,lost his key
0.9,7,html-slider-response,74,44,female,English,AmE,""":""""}",be right,ate the last cupcake
0.79,8,html-slider-response,74,44,female,English,AmE,""":""""}",discover,cheated on his wife
1,11,html-slider-response,74,44,female,English,AmE,""":""""}",know,broke the plate
1,12,html-slider-response,74,44,female,English,AmE,""":""""}",confirm,bought a new car
1,13,html-slider-response,74,44,female,English,AmE,""":""""}",mnrrc,saw the murder
0.59,3,html-slider-response,46,32,male,English,AmE,""":""""}",know,bought a new car
0.7,4,html-slider-response,46,32,male,English,AmE,""":""""}",discover,broke the plate
0.53,5,html-slider-response,46,32,male,English,AmE,""":""""}",confess,stole the money
0.44,7,html-slider-response,46,32,male,English,AmE,""":""""}",fnrrc,saw the murder
0.73,8,html-slider-response,46,32,male,English,AmE,""":""""}",be right,cheated on his wife
0.58,9,html-slider-response,46,32,male,English,AmE,""":""""}",confirm,lost his key
0.66,11,html-slider-response,46,32,male,English,AmE,""":""""}",mnrrc,ate the last cupcake
0.65,3,html-slider-response,4,51,female,English,AmE,""":""""}",confirm,stole the money
0.79,4,html-slider-response,4,51,female,English,AmE,""":""""}",confess,broke the plate
0.64,5,html-slider-response,4,51,female,English,AmE,""":""""}",be right,ate the last cupcake
0.77,6,html-slider-response,4,51,female,English,AmE,""":""""}",know,lost his key
0.24,7,html-slider-response,4,51,female,English,AmE,""":""""}",discover,saw the murder
0.31,8,html-slider-response,4,51,female,English,AmE,""":""""}",mnrrc,cheated on his wife
0.74,11,html-slider-response,4,51,female,English,AmE,""":""""}",fnrrc,bought a new car
1,3,html-slider-response,35,22,female,English,AmE,""":""""}",confess,bought a new car
1,4,html-slider-response,35,22,female,English,AmE,""":""""}",discover,lost his key
0.82,5,html-slider-response,35,22,female,English,AmE,""":""""}",be right,stole the money
0.77,6,html-slider-response,35,22,female,English,AmE,""":""""}",fnrrc,cheated on his wife
1,8,html-slider-response,35,22,female,English,AmE,""":""""}",confirm,broke the plate
0.65,10,html-slider-response,35,22,female,English,AmE,""":""""}",know,saw the murder
0.86,11,html-slider-response,35,22,female,English,AmE,""":""""}",mnrrc,ate the last cupcake
0.61,3,html-slider-response,42,19,female,English,AmE,""":""""}",confess,cheated on his wife
0.57,4,html-slider-response,42,19,female,English,AmE,""":""""}",fnrrc,broke the plate
0.67,5,html-slider-response,42,19,female,English,AmE,""":""""}",know,ate the last cupcake
0.77,6,html-slider-response,42,19,female,English,AmE,""":""""}",be right,saw the murder
0.55,8,html-slider-response,42,19,female,English,AmE,""":""""}",discover,lost his key
0.56,9,html-slider-response,42,19,female,English,AmE,""":""""}",confirm,stole the money
0.64,11,html-slider-response,42,19,female,English,AmE,""":""""}",mnrrc,bought a new car
1,3,html-slider-response,75,41,female,English,AmE,""":""""}",mnrrc,cheated on his wife
1,4,html-slider-response,75,41,female,English,AmE,""":""""}",be right,stole the money
1,5,html-slider-response,75,41,female,English,AmE,""":""""}",confess,saw the murder
1,6,html-slider-response,75,41,female,English,AmE,""":""""}",know,ate the last cupcake
1,8,html-slider-response,75,41,female,English,AmE,""":""""}",fnrrc,lost his key
1,10,html-slider-response,75,41,female,English,AmE,""":""""}",discover,broke the plate
1,11,html-slider-response,75,41,female,English,AmE,""":""""}",confirm,bought a new car
1,3,html-slider-response,55,34,female,English,AmE,""":""""}",be right,bought a new car
0.67,5,html-slider-response,55,34,female,English,AmE,""":""""}",confirm,lost his key
0.86,7,html-slider-response,55,34,female,English,AmE,""":""""}",confess,stole the money
1,8,html-slider-response,55,34,female,English,AmE,""":""""}",discover,saw the murder
0.74,9,html-slider-response,55,34,female,English,AmE,""":""""}",mnrrc,broke the plate
1,10,html-slider-response,55,34,female,English,AmE,""":""""}",know,cheated on his wife
0.77,11,html-slider-response,55,34,female,English,AmE,""":""""}",fnrrc,ate the last cupcake
0.9,4,html-slider-response,70,52,female,English,AmE,""":""""}",know,saw the murder
1,5,html-slider-response,70,52,female,English,AmE,""":""""}",be right,ate the last cupcake
0.8,6,html-slider-response,70,52,female,English,AmE,""":""""}",confirm,lost his key
0.99,8,html-slider-response,70,52,female,English,AmE,""":""""}",discover,cheated on his wife
1,9,html-slider-response,70,52,female,English,AmE,""":""""}",confess,broke the plate
0.62,10,html-slider-response,70,52,female,English,AmE,""":""""}",fnrrc,bought a new car
0.76,11,html-slider-response,70,52,female,English,AmE,""":""""}",mnrrc,stole the money
0.88,3,html-slider-response,39,48,male,English,AmE,""":""""}",be right,broke the plate
0.85,4,html-slider-response,39,48,male,English,AmE,""":""""}",mnrrc,bought a new car
0.86,5,html-slider-response,39,48,male,English,AmE,""":""""}",discover,lost his key
0.87,6,html-slider-response,39,48,male,English,AmE,""":""""}",know,saw the murder
0.87,7,html-slider-response,39,48,male,English,AmE,""":""""}",fnrrc,stole the money
0.88,8,html-slider-response,39,48,male,English,AmE,""":""""}",confirm,ate the last cupcake
0.85,11,html-slider-response,39,48,male,English,AmE,""":""""}",confess,cheated on his wife
1,3,html-slider-response,66,49,female,English,AmE,""":""""}",be right,ate the last cupcake
1,4,html-slider-response,66,49,female,English,AmE,""":""""}",discover,stole the money
0.87,7,html-slider-response,66,49,female,English,AmE,""":""""}",confirm,saw the murder
0.93,8,html-slider-response,66,49,female,English,AmE,""":""""}",mnrrc,cheated on his wife
0.88,9,html-slider-response,66,49,female,English,AmE,""":""""}",fnrrc,lost his key
0.82,10,html-slider-response,66,49,female,English,AmE,""":""""}",confess,bought a new car
0.84,11,html-slider-response,66,49,female,English,AmE,""":""""}",know,broke the plate
0.26,3,html-slider-response,65,49,male,English,AmE,""":""Thank you for the opportunity to participate in this study.  I chose closer to unnatural for most of the responses because rejections are rarely so black in white.  Generally, in a lot of conversations, there is some type of filler so as not to offend.  Even if the rejection is correct, in this study, they don't sound real world.""}",discover,saw the murder
0.4,4,html-slider-response,65,49,male,English,AmE,""":""Thank you for the opportunity to participate in this study.  I chose closer to unnatural for most of the responses because rejections are rarely so black in white.  Generally, in a lot of conversations, there is some type of filler so as not to offend.  Even if the rejection is correct, in this study, they don't sound real world.""}",fnrrc,broke the plate
0.4,5,html-slider-response,65,49,male,English,AmE,""":""Thank you for the opportunity to participate in this study.  I chose closer to unnatural for most of the responses because rejections are rarely so black in white.  Generally, in a lot of conversations, there is some type of filler so as not to offend.  Even if the rejection is correct, in this study, they don't sound real world.""}",know,ate the last cupcake
0.37,6,html-slider-response,65,49,male,English,AmE,""":""Thank you for the opportunity to participate in this study.  I chose closer to unnatural for most of the responses because rejections are rarely so black in white.  Generally, in a lot of conversations, there is some type of filler so as not to offend.  Even if the rejection is correct, in this study, they don't sound real world.""}",confirm,cheated on his wife
0.64,8,html-slider-response,65,49,male,English,AmE,""":""Thank you for the opportunity to participate in this study.  I chose closer to unnatural for most of the responses because rejections are rarely so black in white.  Generally, in a lot of conversations, there is some type of filler so as not to offend.  Even if the rejection is correct, in this study, they don't sound real world.""}",mnrrc,bought a new car
0.41,9,html-slider-response,65,49,male,English,AmE,""":""Thank you for the opportunity to participate in this study.  I chose closer to unnatural for most of the responses because rejections are rarely so black in white.  Generally, in a lot of conversations, there is some type of filler so as not to offend.  Even if the rejection is correct, in this study, they don't sound real world.""}",confess,lost his key
0.68,11,html-slider-response,65,49,male,English,AmE,""":""Thank you for the opportunity to participate in this study.  I chose closer to unnatural for most of the responses because rejections are rarely so black in white.  Generally, in a lot of conversations, there is some type of filler so as not to offend.  Even if the rejection is correct, in this study, they don't sound real world.""}",be right,stole the money
0.92,4,html-slider-response,77,30,female,English,AmE,""":""N/A""}",fnrrc,cheated on his wife
1,6,html-slider-response,77,30,female,English,AmE,""":""N/A""}",confess,lost his key
0.89,7,html-slider-response,77,30,female,English,AmE,""":""N/A""}",confirm,ate the last cupcake
1,8,html-slider-response,77,30,female,English,AmE,""":""N/A""}",know,saw the murder
0.98,9,html-slider-response,77,30,female,English,AmE,""":""N/A""}",discover,stole the money
0.92,10,html-slider-response,77,30,female,English,AmE,""":""N/A""}",be right,broke the plate
0.41,11,html-slider-response,77,30,female,English,AmE,""":""N/A""}",mnrrc,bought a new car
0.09,4,html-slider-response,21,26,female,English,AmE,""":""""}",know,lost his key
1,6,html-slider-response,21,26,female,English,AmE,""":""""}",mnrrc,ate the last cupcake
0.51,7,html-slider-response,21,26,female,English,AmE,""":""""}",fnrrc,saw the murder
0.75,8,html-slider-response,21,26,female,English,AmE,""":""""}",confirm,stole the money
0.64,9,html-slider-response,21,26,female,English,AmE,""":""""}",be right,bought a new car
0.92,10,html-slider-response,21,26,female,English,AmE,""":""""}",discover,broke the plate
0.57,11,html-slider-response,21,26,female,English,AmE,""":""""}",confess,cheated on his wife
1,3,html-slider-response,41,48,male,English,AmE,""":""""}",know,ate the last cupcake
1,4,html-slider-response,41,48,male,English,AmE,""":""""}",mnrrc,lost his key
1,5,html-slider-response,41,48,male,English,AmE,""":""""}",confirm,broke the plate
1,6,html-slider-response,41,48,male,English,AmE,""":""""}",confess,bought a new car
1,7,html-slider-response,41,48,male,English,AmE,""":""""}",be right,stole the money
1,8,html-slider-response,41,48,male,English,AmE,""":""""}",fnrrc,cheated on his wife
0.98,10,html-slider-response,41,48,male,English,AmE,""":""""}",discover,saw the murder
0.27,3,html-slider-response,3,34,female,English,AmE,""":""""}",fnrrc,cheated on his wife
0.35,4,html-slider-response,3,34,female,English,AmE,""":""""}",mnrrc,ate the last cupcake
0.21,6,html-slider-response,3,34,female,English,AmE,""":""""}",confess,stole the money
0.81,7,html-slider-response,3,34,female,English,AmE,""":""""}",know,lost his key
0.93,8,html-slider-response,3,34,female,English,AmE,""":""""}",be right,bought a new car
0.92,10,html-slider-response,3,34,female,English,AmE,""":""""}",confirm,broke the plate
0.81,11,html-slider-response,3,34,female,English,AmE,""":""""}",discover,saw the murder
0.65,4,html-slider-response,43,36,male,English,AmE,""":""""}",be right,stole the money
0.71,5,html-slider-response,43,36,male,English,AmE,""":""""}",know,bought a new car
0.74,7,html-slider-response,43,36,male,English,AmE,""":""""}",confirm,ate the last cupcake
0.81,8,html-slider-response,43,36,male,English,AmE,""":""""}",confess,cheated on his wife
0.67,9,html-slider-response,43,36,male,English,AmE,""":""""}",mnrrc,lost his key
0.73,10,html-slider-response,43,36,male,English,AmE,""":""""}",discover,broke the plate
0.61,11,html-slider-response,43,36,male,English,AmE,""":""""}",fnrrc,saw the murder
0.33,3,html-slider-response,79,18,male,English,AmE,""":""""}",discover,broke the plate
0.23,4,html-slider-response,79,18,male,English,AmE,""":""""}",fnrrc,ate the last cupcake
0.77,6,html-slider-response,79,18,male,English,AmE,""":""""}",mnrrc,saw the murder
0.76,7,html-slider-response,79,18,male,English,AmE,""":""""}",know,stole the money
0.99,8,html-slider-response,79,18,male,English,AmE,""":""""}",confirm,cheated on his wife
0.88,9,html-slider-response,79,18,male,English,AmE,""":""""}",be right,bought a new car
0.86,11,html-slider-response,79,18,male,English,AmE,""":""""}",confess,lost his key
0.66,3,html-slider-response,20,51,female,English,AmE,""":""""}",be right,bought a new car
0.57,4,html-slider-response,20,51,female,English,AmE,""":""""}",fnrrc,lost his key
1,5,html-slider-response,20,51,female,English,AmE,""":""""}",discover,ate the last cupcake
1,6,html-slider-response,20,51,female,English,AmE,""":""""}",know,cheated on his wife
0.6,7,html-slider-response,20,51,female,English,AmE,""":""""}",confirm,broke the plate
1,9,html-slider-response,20,51,female,English,AmE,""":""""}",confess,stole the money
0.69,10,html-slider-response,20,51,female,English,AmE,""":""""}",mnrrc,saw the murder
0.62,5,html-slider-response,34,31,female,English,AmE,""":""""}",know,cheated on his wife
0.73,6,html-slider-response,34,31,female,English,AmE,""":""""}",be right,ate the last cupcake
0.8,7,html-slider-response,34,31,female,English,AmE,""":""""}",confess,stole the money
0.51,8,html-slider-response,34,31,female,English,AmE,""":""""}",discover,bought a new car
0.62,9,html-slider-response,34,31,female,English,AmE,""":""""}",fnrrc,broke the plate
0.61,11,html-slider-response,34,31,female,English,AmE,""":""""}",confirm,lost his key
0.35,12,html-slider-response,34,31,female,English,AmE,""":""""}",mnrrc,saw the murder
0.33,3,html-slider-response,69,35,female,English,AmE,""":""""}",know,saw the murder
0.75,4,html-slider-response,69,35,female,English,AmE,""":""""}",discover,bought a new car
0.59,5,html-slider-response,69,35,female,English,AmE,""":""""}",be right,broke the plate
0.55,6,html-slider-response,69,35,female,English,AmE,""":""""}",mnrrc,ate the last cupcake
0.78,7,html-slider-response,69,35,female,English,AmE,""":""""}",fnrrc,lost his key
0.65,8,html-slider-response,69,35,female,English,AmE,""":""""}",confirm,stole the money
0.65,9,html-slider-response,69,35,female,English,AmE,""":""""}",confess,cheated on his wife
0.33,3,html-slider-response,40,65,female,English,AmE,""":""The word NATURAL was a bit difficult follow and or understand.  I wasn't exactly sure what was intended.  ""}",know,lost his key
0.24,4,html-slider-response,40,65,female,English,AmE,""":""The word NATURAL was a bit difficult follow and or understand.  I wasn't exactly sure what was intended.  ""}",confirm,saw the murder
0.35,6,html-slider-response,40,65,female,English,AmE,""":""The word NATURAL was a bit difficult follow and or understand.  I wasn't exactly sure what was intended.  ""}",confess,bought a new car
0.38,7,html-slider-response,40,65,female,English,AmE,""":""The word NATURAL was a bit difficult follow and or understand.  I wasn't exactly sure what was intended.  ""}",mnrrc,ate the last cupcake
0.32,8,html-slider-response,40,65,female,English,AmE,""":""The word NATURAL was a bit difficult follow and or understand.  I wasn't exactly sure what was intended.  ""}",be right,stole the money
0.67,9,html-slider-response,40,65,female,English,AmE,""":""The word NATURAL was a bit difficult follow and or understand.  I wasn't exactly sure what was intended.  ""}",fnrrc,broke the plate
0.39,10,html-slider-response,40,65,female,English,AmE,""":""The word NATURAL was a bit difficult follow and or understand.  I wasn't exactly sure what was intended.  ""}",discover,cheated on his wife
0.8,3,html-slider-response,52,23,female,English,AmE,""":""""}",mnrrc,stole the money
0.82,4,html-slider-response,52,23,female,English,AmE,""":""""}",confess,cheated on his wife
0.33,5,html-slider-response,52,23,female,English,AmE,""":""""}",be right,ate the last cupcake
0.72,7,html-slider-response,52,23,female,English,AmE,""":""""}",fnrrc,saw the murder
0.74,9,html-slider-response,52,23,female,English,AmE,""":""""}",discover,broke the plate
0.76,10,html-slider-response,52,23,female,English,AmE,""":""""}",confirm,lost his key
0.79,11,html-slider-response,52,23,female,English,AmE,""":""""}",know,bought a new car
1,4,html-slider-response,28,44,male,English,AmE,""":""Thank you for allowing me to participate. I felt all, with the exception of one statement were natural responses. Best wishes in your research!""}",confirm,stole the money
1,5,html-slider-response,28,44,male,English,AmE,""":""Thank you for allowing me to participate. I felt all, with the exception of one statement were natural responses. Best wishes in your research!""}",be right,bought a new car
1,6,html-slider-response,28,44,male,English,AmE,""":""Thank you for allowing me to participate. I felt all, with the exception of one statement were natural responses. Best wishes in your research!""}",confess,saw the murder
1,7,html-slider-response,28,44,male,English,AmE,""":""Thank you for allowing me to participate. I felt all, with the exception of one statement were natural responses. Best wishes in your research!""}",discover,ate the last cupcake
0.96,8,html-slider-response,28,44,male,English,AmE,""":""Thank you for allowing me to participate. I felt all, with the exception of one statement were natural responses. Best wishes in your research!""}",fnrrc,lost his key
1,9,html-slider-response,28,44,male,English,AmE,""":""Thank you for allowing me to participate. I felt all, with the exception of one statement were natural responses. Best wishes in your research!""}",mnrrc,broke the plate
1,10,html-slider-response,28,44,male,English,AmE,""":""Thank you for allowing me to participate. I felt all, with the exception of one statement were natural responses. Best wishes in your research!""}",know,cheated on his wife
0.65,3,html-slider-response,44,44,male,English,AmE,""":""""}",know,lost his key
0.44,4,html-slider-response,44,44,male,English,AmE,""":""""}",confirm,ate the last cupcake
0.58,5,html-slider-response,44,44,male,English,AmE,""":""""}",fnrrc,stole the money
0.56,7,html-slider-response,44,44,male,English,AmE,""":""""}",be right,bought a new car
0.43,8,html-slider-response,44,44,male,English,AmE,""":""""}",discover,broke the plate
0.61,9,html-slider-response,44,44,male,English,AmE,""":""""}",confess,saw the murder
0.39,10,html-slider-response,44,44,male,English,AmE,""":""""}",mnrrc,cheated on his wife
0.12,3,html-slider-response,29,29,male,English,AmE,""":""""}",confess,lost his key
0.3,4,html-slider-response,29,29,male,English,AmE,""":""""}",be right,broke the plate
0.33,5,html-slider-response,29,29,male,English,AmE,""":""""}",know,saw the murder
0.19,6,html-slider-response,29,29,male,English,AmE,""":""""}",mnrrc,bought a new car
0.26,7,html-slider-response,29,29,male,English,AmE,""":""""}",fnrrc,cheated on his wife
0.27,10,html-slider-response,29,29,male,English,AmE,""":""""}",discover,ate the last cupcake
0.35,11,html-slider-response,29,29,male,English,AmE,""":""""}",confirm,stole the money
1,3,html-slider-response,63,22,male,English,AmE,""":""""}",confess,ate the last cupcake
1,5,html-slider-response,63,22,male,English,AmE,""":""""}",fnrrc,lost his key
1,6,html-slider-response,63,22,male,English,AmE,""":""""}",confirm,cheated on his wife
1,8,html-slider-response,63,22,male,English,AmE,""":""""}",discover,saw the murder
1,9,html-slider-response,63,22,male,English,AmE,""":""""}",be right,broke the plate
1,10,html-slider-response,63,22,male,English,AmE,""":""""}",know,bought a new car
1,11,html-slider-response,63,22,male,English,AmE,""":""""}",mnrrc,stole the money
0.82,5,html-slider-response,36,24,male,English,AmE,""":""""}",fnrrc,stole the money
0.91,6,html-slider-response,36,24,male,English,AmE,""":""""}",know,broke the plate
0.87,7,html-slider-response,36,24,male,English,AmE,""":""""}",confirm,ate the last cupcake
0.72,8,html-slider-response,36,24,male,English,AmE,""":""""}",confess,saw the murder
0.61,9,html-slider-response,36,24,male,English,AmE,""":""""}",mnrrc,lost his key
0.75,10,html-slider-response,36,24,male,English,AmE,""":""""}",discover,cheated on his wife
0.72,11,html-slider-response,36,24,male,English,AmE,""":""""}",be right,bought a new car
