rt	stimulus	response	trial_type	trial_index	time_elapsed	internal_node_id	slider_start	accuracy	participant_id	ctime
4409	<b>Mary:</b><em> Do these muffins have blueberries in them?</em><br> <b>John:</b><em> Linda claimed that she likes drinking coffee.</em> <br> <br> <br>How natural is John's answer to Mary's question?	6	html-slider-response	9	88669	0.0-1.0-0.8	50	NA	af249da7-7d25-4347-b2a8-a6318b6a8881	2023-11-08 15:01:44 CET
4980	<b>Alice:</b><em> What about James? Why is he annoyed?</em><br> <b>William:</b><em> He is right that Emma studied on Saturday morning.</em> <br> <br> <br> How natural is William's answer to Alice's question?	17	html-slider-response	10	93650	0.0-1.0-0.9	50	NA	af249da7-7d25-4347-b2a8-a6318b6a8881	2023-11-08 15:01:44 CET
17844	NA	{""P0_Q0"":null,""age"":""49"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""comments"":""thanks for the opportunity""}	survey	11	111548	0.0-2.0	NA	[]	af249da7-7d25-4347-b2a8-a6318b6a8881	2023-11-08 15:01:44 CET
20481	<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read conversations between two people, as in this example, where Candy asks a question, and Lenny responds:</p>  <p style='text-align:left'> <b>Candy</b>: <i>What about the house? Is it big? </i> <br> <b>Lenny</b>: <i> Cassandra suggested that it's huge. </i> </p>  <p style='text-align:left'>We ask you to rate how natural Lenny's answer to Candy's question is. You will give your response on a slider from 'totally unnatural' to 'totally natural'.</p>  <p style='text-align:left'>At the end of the experiment, we will ask you some optional demographic questions (age, gender, native language). The experiment will take about two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in this experiment, which is conducted by researchers at the University of Stuttgart. You may withdraw from this experiment at any time without penalty. The data collected will be anonymous and confidential. If you have any questions, you may contact the requester through Prolific's platform, or directly at st180735@stud.uni-stuttgart.de.</p>	0	html-button-response	0	20508	0.0-0.0	NA	NA	ea6f0683-963b-4eb7-a72a-f9f5ed97b9c0	2023-11-08 15:03:50 CET
15405	<b>Michael:</b><em> What about Samantha? What did she buy? </em><br> <b>Elizabeth:</b><em> Samantha, who is really into fashion, bought a new hat.</em> <br> <br> <br>How natural is Elizabeth's answer to Michael's question?	100	html-slider-response	1	35915	0.0-1.0-0.0	50	NA	ea6f0683-963b-4eb7-a72a-f9f5ed97b9c0	2023-11-08 15:03:50 CET
14046	<b>Richard:</b><em> What about John's kids? Are they in the garage?</em><br> <b>Susan:</b><em> Linda claimed that John's kids are good at math. </em> <br> <br> <br>How natural is Susan's answer to Richard's question?	0	html-slider-response	2	49962	0.0-1.0-0.1	50	NA	ea6f0683-963b-4eb7-a72a-f9f5ed97b9c0	2023-11-08 15:03:50 CET
9694	<b>Jack:</b><em> What about Sophia? What did she do?</em><br> <b>Noah:</b><em> Patrick confessed that she got a tattoo.</em> <br> <br> <br> How natural is Noah's answer to Jack's question?	71	html-slider-response	3	59658	0.0-1.0-0.2	50	NA	ea6f0683-963b-4eb7-a72a-f9f5ed97b9c0	2023-11-08 15:03:50 CET
8317	<b>William:</b><em> What about Tony? What did he do?</em><br> <b>Charlie:</b><em> Jessica is right that he had a drink last night.</em> <br> <br> <br> How natural is Charlie's answer to William's question?	80	html-slider-response	4	67978	0.0-1.0-0.3	50	NA	ea6f0683-963b-4eb7-a72a-f9f5ed97b9c0	2023-11-08 15:03:50 CET
8014	<b>Oliver:</b><em> What about David? Why is he smirking?</em><br> <b>Isabel:</b><em> He discovered that Mia drank two cocktails last night.</em> <br> <br> <br> How natural is Isabel's answer to Oliver's question?	100	html-slider-response	5	75995	0.0-1.0-0.4	50	NA	ea6f0683-963b-4eb7-a72a-f9f5ed97b9c0	2023-11-08 15:03:50 CET
6078	<b>Mary:</b><em> Do these muffins have blueberries in them?</em><br> <b>John:</b><em> Linda claimed that she likes drinking coffee.</em> <br> <br> <br>How natural is John's answer to Mary's question?	0	html-slider-response	6	82075	0.0-1.0-0.5	50	NA	ea6f0683-963b-4eb7-a72a-f9f5ed97b9c0	2023-11-08 15:03:50 CET
5950	<b>Jennifer:</b><em> What about Ann? Where did she go?</em><br> <b>Robert:</b><em> Ann, who loves travelling, went to London.</em> <br> <br> <br>How natural is Robert's answer to Jennifer's question?	100	html-slider-response	7	88027	0.0-1.0-0.6	50	NA	ea6f0683-963b-4eb7-a72a-f9f5ed97b9c0	2023-11-08 15:03:50 CET
10198	<b>Ken:</b><em> What about Linda? Why is she pouting?</em><br> <b>Frank:</b><em> She said that Danny ate the last cupcake.</em> <br> <br> <br> How natural is Frank's answer to Ken's question?	98	html-slider-response	8	98226	0.0-1.0-0.7	50	NA	ea6f0683-963b-4eb7-a72a-f9f5ed97b9c0	2023-11-08 15:03:50 CET
6287	<b>Nora:</b><em> What about James? Why is he annoyed?</em><br> <b>Dawn:</b><em> He thinks that Emma studied on Saturday morning.</em> <br> <br> <br> How natural is Dawn's answer to Nora's question?	79	html-slider-response	9	104514	0.0-1.0-0.8	50	NA	ea6f0683-963b-4eb7-a72a-f9f5ed97b9c0	2023-11-08 15:03:50 CET
7935	<b>Steven:</b><em> What about Jackson? What did he do?</em><br> <b>Charlotte:</b><em> Patricia knows that he ran 10 miles.</em> <br> <br> <br> How natural is Charlotte's answer to Steven's question?	24	html-slider-response	10	112450	0.0-1.0-0.9	50	NA	ea6f0683-963b-4eb7-a72a-f9f5ed97b9c0	2023-11-08 15:03:50 CET
9354	NA	{""P0_Q0"":null,""age"":""57"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""comments"":""""}	survey	11	121854	0.0-2.0	NA	[]	ea6f0683-963b-4eb7-a72a-f9f5ed97b9c0	2023-11-08 15:03:50 CET
54490	<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read conversations between two people, as in this example, where Candy asks a question, and Lenny responds:</p>  <p style='text-align:left'> <b>Candy</b>: <i>What about the house? Is it big? </i> <br> <b>Lenny</b>: <i> Cassandra suggested that it's huge. </i> </p>  <p style='text-align:left'>We ask you to rate how natural Lenny's answer to Candy's question is. You will give your response on a slider from 'totally unnatural' to 'totally natural'.</p>  <p style='text-align:left'>At the end of the experiment, we will ask you some optional demographic questions (age, gender, native language). The experiment will take about two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in this experiment, which is conducted by researchers at the University of Stuttgart. You may withdraw from this experiment at any time without penalty. The data collected will be anonymous and confidential. If you have any questions, you may contact the requester through Prolific's platform, or directly at st180735@stud.uni-stuttgart.de.</p>	0	html-button-response	0	54549	0.0-0.0	NA	NA	774fe006-80ac-4824-94ca-30ebcd09104b	2023-11-08 15:05:49 CET
12031	<b>Daniel:</b><em> What about Jackson? What did he do?</em><br> <b>Jack:</b><em> Patricia knows that he ran 10 miles.</em> <br> <br> <br> How natural is Jack's answer to Daniel's question?	31	html-slider-response	1	66583	0.0-1.0-0.0	50	NA	774fe006-80ac-4824-94ca-30ebcd09104b	2023-11-08 15:05:49 CET
14863	<b>Bob:</b><em> What about David? Why is he smirking?</em><br> <b>Nora:</b><em> He is right that Mia drank two cocktails last night.</em> <br> <br> <br> How natural is Nora's answer to Bob's question?	57	html-slider-response	2	81448	0.0-1.0-0.1	50	NA	774fe006-80ac-4824-94ca-30ebcd09104b	2023-11-08 15:05:49 CET
8160	<b>Richard:</b><em> What about John's kids? Are they in the garage?</em><br> <b>Susan:</b><em> Linda claimed that John's kids are good at math. </em> <br> <br> <br>How natural is Susan's answer to Richard's question?	0	html-slider-response	3	89610	0.0-1.0-0.2	50	NA	774fe006-80ac-4824-94ca-30ebcd09104b	2023-11-08 15:05:49 CET
8186	<b>Jennifer:</b><em> What about Ann? Where did she go?</em><br> <b>Robert:</b><em> Ann, who loves travelling, went to London.</em> <br> <br> <br>How natural is Robert's answer to Jennifer's question?	98	html-slider-response	4	97797	0.0-1.0-0.3	50	NA	774fe006-80ac-4824-94ca-30ebcd09104b	2023-11-08 15:05:49 CET
6307	<b>Mary:</b><em> Do these muffins have blueberries in them?</em><br> <b>John:</b><em> Linda claimed that she likes drinking coffee.</em> <br> <br> <br>How natural is John's answer to Mary's question?	0	html-slider-response	5	104105	0.0-1.0-0.4	50	NA	774fe006-80ac-4824-94ca-30ebcd09104b	2023-11-08 15:05:49 CET
8336	<b>Michael:</b><em> What about Samantha? What did she buy? </em><br> <b>Elizabeth:</b><em> Samantha, who is really into fashion, bought a new hat.</em> <br> <br> <br>How natural is Elizabeth's answer to Michael's question?	99	html-slider-response	6	112442	0.0-1.0-0.5	50	NA	774fe006-80ac-4824-94ca-30ebcd09104b	2023-11-08 15:05:49 CET
7735	<b>Steven:</b><em> What about Patrick? Why is he angry?</em><br> <b>Chloe:</b><em> He thinks that Sophia got a tattoo.</em> <br> <br> <br> How natural is Chloe's answer to Steven's question?	97	html-slider-response	7	120178	0.0-1.0-0.6	50	NA	774fe006-80ac-4824-94ca-30ebcd09104b	2023-11-08 15:05:49 CET
11902	<b>Clare:</b><em> What about James? Why is he annoyed?</em><br> <b>Grace:</b><em> He confessed that Emma studied on Saturday morning.</em> <br> <br> <br> How natural is Grace's answer to Clare's question?	52	html-slider-response	8	132081	0.0-1.0-0.7	50	NA	774fe006-80ac-4824-94ca-30ebcd09104b	2023-11-08 15:05:49 CET
8478	<b>Dawn:</b><em> What about Tony? What did he do?</em><br> <b>Charlie:</b><em> Jessica discovered that he had a drink last night.</em> <br> <br> <br> How natural is Charlie's answer to Dawn's question?	70	html-slider-response	9	140561	0.0-1.0-0.8	50	NA	774fe006-80ac-4824-94ca-30ebcd09104b	2023-11-08 15:05:49 CET
8731	<b>Leo:</b><em> What about Danny? What did he do?</em><br> <b>Isabel:</b><em> Linda said that he ate the last cupcake.</em> <br> <br> <br> How natural is Isabel's answer to Leo's question?	85	html-slider-response	10	149293	0.0-1.0-0.9	50	NA	774fe006-80ac-4824-94ca-30ebcd09104b	2023-11-08 15:05:49 CET
36330	NA	{""P0_Q0"":null,""age"":""50"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""comments"":""Good luck with your study!""}	survey	11	185703	0.0-2.0	NA	[]	774fe006-80ac-4824-94ca-30ebcd09104b	2023-11-08 15:05:49 CET
11820	<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read conversations between two people, as in this example, where Candy asks a question, and Lenny responds:</p>  <p style='text-align:left'> <b>Candy</b>: <i>What about the house? Is it big? </i> <br> <b>Lenny</b>: <i> Cassandra suggested that it's huge. </i> </p>  <p style='text-align:left'>We ask you to rate how natural Lenny's answer to Candy's question is. You will give your response on a slider from 'totally unnatural' to 'totally natural'.</p>  <p style='text-align:left'>At the end of the experiment, we will ask you some optional demographic questions (age, gender, native language). The experiment will take about two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in this experiment, which is conducted by researchers at the University of Stuttgart. You may withdraw from this experiment at any time without penalty. The data collected will be anonymous and confidential. If you have any questions, you may contact the requester through Prolific's platform, or directly at st180735@stud.uni-stuttgart.de.</p>	0	html-button-response	0	11826	0.0-0.0	NA	NA	ce1b083f-237c-4f56-86e2-38e3b2f42038	2023-11-08 15:06:50 CET
7459	<b>Mary:</b><em> Do these muffins have blueberries in them?</em><br> <b>John:</b><em> Linda claimed that she likes drinking coffee.</em> <br> <br> <br>How natural is John's answer to Mary's question?	0	html-slider-response	1	19287	0.0-1.0-0.0	50	NA	ce1b083f-237c-4f56-86e2-38e3b2f42038	2023-11-08 15:06:50 CET
5047	<b>Noah:</b><em> What about Patricia? Why is she proud?</em><br> <b>Alice:</b><em> She thinks that Jackson ran 10 miles.</em> <br> <br> <br> How natural is Alice's answer to Noah's question?	72	html-slider-response	2	24336	0.0-1.0-0.1	50	NA	ce1b083f-237c-4f56-86e2-38e3b2f42038	2023-11-08 15:06:50 CET
4901	<b>Richard:</b><em> What about John's kids? Are they in the garage?</em><br> <b>Susan:</b><em> Linda claimed that John's kids are good at math. </em> <br> <br> <br>How natural is Susan's answer to Richard's question?	0	html-slider-response	3	29238	0.0-1.0-0.2	50	NA	ce1b083f-237c-4f56-86e2-38e3b2f42038	2023-11-08 15:06:50 CET
6963	<b>Grace:</b><em> What about Sophia? What did she do?</em><br> <b>Vincent:</b><em> Patrick discovered that she got a tattoo.</em> <br> <br> <br> How natural is Vincent's answer to Grace's question?	67	html-slider-response	4	36202	0.0-1.0-0.3	50	NA	ce1b083f-237c-4f56-86e2-38e3b2f42038	2023-11-08 15:06:50 CET
8629	<b>Jennifer:</b><em> What about Ann? Where did she go?</em><br> <b>Robert:</b><em> Ann, who loves travelling, went to London.</em> <br> <br> <br>How natural is Robert's answer to Jennifer's question?	21	html-slider-response	5	44832	0.0-1.0-0.4	50	NA	ce1b083f-237c-4f56-86e2-38e3b2f42038	2023-11-08 15:06:50 CET
3740	<b>Nora:</b><em> What about David? Why is he smirking?</em><br> <b>Nina:</b><em> He knows that Mia drank two cocktails last night.</em> <br> <br> <br> How natural is Nina's answer to Nora's question?	78	html-slider-response	6	48575	0.0-1.0-0.5	50	NA	ce1b083f-237c-4f56-86e2-38e3b2f42038	2023-11-08 15:06:50 CET
22173	<b>Charlie:</b><em> What about James? Why is he annoyed?</em><br> <b>Charlotte:</b><em> He is right that Emma studied on Saturday morning.</em> <br> <br> <br> How natural is Charlotte's answer to Charlie's question?	56	html-slider-response	7	70750	0.0-1.0-0.6	50	NA	ce1b083f-237c-4f56-86e2-38e3b2f42038	2023-11-08 15:06:50 CET
3454	<b>Frank:</b><em> What about Tony? What did he do?</em><br> <b>Oliver:</b><em> Jessica said that he had a drink last night.</em> <br> <br> <br> How natural is Oliver's answer to Frank's question?	57	html-slider-response	8	74206	0.0-1.0-0.7	50	NA	ce1b083f-237c-4f56-86e2-38e3b2f42038	2023-11-08 15:06:50 CET
2931	<b>Michael:</b><em> What about Samantha? What did she buy? </em><br> <b>Elizabeth:</b><em> Samantha, who is really into fashion, bought a new hat.</em> <br> <br> <br>How natural is Elizabeth's answer to Michael's question?	32	html-slider-response	9	77137	0.0-1.0-0.8	50	NA	ce1b083f-237c-4f56-86e2-38e3b2f42038	2023-11-08 15:06:50 CET
5440	<b>Chloe:</b><em> What about Danny? What did he do?</em><br> <b>Dawn:</b><em> Linda confessed that he ate the last cupcake.</em> <br> <br> <br> How natural is Dawn's answer to Chloe's question?	60	html-slider-response	10	82579	0.0-1.0-0.9	50	NA	ce1b083f-237c-4f56-86e2-38e3b2f42038	2023-11-08 15:06:50 CET
6075	NA	{""P0_Q0"":null,""age"":""36"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""comments"":""""}	survey	11	88714	0.0-2.0	NA	[]	ce1b083f-237c-4f56-86e2-38e3b2f42038	2023-11-08 15:06:50 CET
9502	<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read conversations between two people, as in this example, where Candy asks a question, and Lenny responds:</p>  <p style='text-align:left'> <b>Candy</b>: <i>What about the house? Is it big? </i> <br> <b>Lenny</b>: <i> Cassandra suggested that it's huge. </i> </p>  <p style='text-align:left'>We ask you to rate how natural Lenny's answer to Candy's question is. You will give your response on a slider from 'totally unnatural' to 'totally natural'.</p>  <p style='text-align:left'>At the end of the experiment, we will ask you some optional demographic questions (age, gender, native language). The experiment will take about two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in this experiment, which is conducted by researchers at the University of Stuttgart. You may withdraw from this experiment at any time without penalty. The data collected will be anonymous and confidential. If you have any questions, you may contact the requester through Prolific's platform, or directly at st180735@stud.uni-stuttgart.de.</p>	0	html-button-response	0	9509	0.0-0.0	NA	NA	185ffc9a-be65-41b5-b32b-f6958a39398c	2023-11-08 15:07:22 CET
19531	<b>Michael:</b><em> What about Samantha? What did she buy? </em><br> <b>Elizabeth:</b><em> Samantha, who is really into fashion, bought a new hat.</em> <br> <br> <br>How natural is Elizabeth's answer to Michael's question?	75	html-slider-response	1	29043	0.0-1.0-0.0	50	NA	185ffc9a-be65-41b5-b32b-f6958a39398c	2023-11-08 15:07:22 CET
8864	<b>Ken:</b><em> What about James? Why is he annoyed?</em><br> <b>Alice:</b><em> He thinks that Emma studied on Saturday morning.</em> <br> <br> <br> How natural is Alice's answer to Ken's question?	100	html-slider-response	2	37910	0.0-1.0-0.1	50	NA	185ffc9a-be65-41b5-b32b-f6958a39398c	2023-11-08 15:07:22 CET
9521	<b>Nina:</b><em> What about Danny? What did he do?</em><br> <b>Isabel:</b><em> Linda is right that he ate the last cupcake.</em> <br> <br> <br> How natural is Isabel's answer to Nina's question?	82	html-slider-response	3	47433	0.0-1.0-0.2	50	NA	185ffc9a-be65-41b5-b32b-f6958a39398c	2023-11-08 15:07:22 CET
5891	<b>Charlie:</b><em> What about Jessica? Why is she upset?</em><br> <b>Grace:</b><em> She discovered that Tony had a drink last night.</em> <br> <br> <br> How natural is Grace's answer to Charlie's question?	100	html-slider-response	4	53327	0.0-1.0-0.3	50	NA	185ffc9a-be65-41b5-b32b-f6958a39398c	2023-11-08 15:07:22 CET
8560	<b>Richard:</b><em> What about John's kids? Are they in the garage?</em><br> <b>Susan:</b><em> Linda claimed that John's kids are good at math. </em> <br> <br> <br>How natural is Susan's answer to Richard's question?	0	html-slider-response	5	61889	0.0-1.0-0.4	50	NA	185ffc9a-be65-41b5-b32b-f6958a39398c	2023-11-08 15:07:22 CET
7250	<b>Mary:</b><em> Do these muffins have blueberries in them?</em><br> <b>John:</b><em> Linda claimed that she likes drinking coffee.</em> <br> <br> <br>How natural is John's answer to Mary's question?	3	html-slider-response	6	69140	0.0-1.0-0.5	50	NA	185ffc9a-be65-41b5-b32b-f6958a39398c	2023-11-08 15:07:22 CET
6024	<b>Jennifer:</b><em> What about Ann? Where did she go?</em><br> <b>Robert:</b><em> Ann, who loves travelling, went to London.</em> <br> <br> <br>How natural is Robert's answer to Jennifer's question?	100	html-slider-response	7	75166	0.0-1.0-0.6	50	NA	185ffc9a-be65-41b5-b32b-f6958a39398c	2023-11-08 15:07:22 CET
13083	<b>Clare:</b><em> What about Mia? What did she do?</em><br> <b>Daniel:</b><em> David knows that she drank two cocktails last night.</em> <br> <br> <br> How natural is Daniel's answer to Clare's question?	100	html-slider-response	8	88250	0.0-1.0-0.7	50	NA	185ffc9a-be65-41b5-b32b-f6958a39398c	2023-11-08 15:07:22 CET
4688	<b>Nora:</b><em> What about Patricia? Why is she proud?</em><br> <b>William:</b><em> She said that Jackson ran 10 miles.</em> <br> <br> <br> How natural is William's answer to Nora's question?	100	html-slider-response	9	92940	0.0-1.0-0.8	50	NA	185ffc9a-be65-41b5-b32b-f6958a39398c	2023-11-08 15:07:22 CET
8563	<b>Chloe:</b><em> What about Sophia? What did she do?</em><br> <b>Charlotte:</b><em> Patrick confessed that she got a tattoo.</em> <br> <br> <br> How natural is Charlotte's answer to Chloe's question?	24	html-slider-response	10	101504	0.0-1.0-0.9	50	NA	185ffc9a-be65-41b5-b32b-f6958a39398c	2023-11-08 15:07:22 CET
14303	NA	{""P0_Q0"":null,""age"":""77"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""comments"":""""}	survey	11	115858	0.0-2.0	NA	[]	185ffc9a-be65-41b5-b32b-f6958a39398c	2023-11-08 15:07:22 CET
15688	<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read conversations between two people, as in this example, where Candy asks a question, and Lenny responds:</p>  <p style='text-align:left'> <b>Candy</b>: <i>What about the house? Is it big? </i> <br> <b>Lenny</b>: <i> Cassandra suggested that it's huge. </i> </p>  <p style='text-align:left'>We ask you to rate how natural Lenny's answer to Candy's question is. You will give your response on a slider from 'totally unnatural' to 'totally natural'.</p>  <p style='text-align:left'>At the end of the experiment, we will ask you some optional demographic questions (age, gender, native language). The experiment will take about two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in this experiment, which is conducted by researchers at the University of Stuttgart. You may withdraw from this experiment at any time without penalty. The data collected will be anonymous and confidential. If you have any questions, you may contact the requester through Prolific's platform, or directly at st180735@stud.uni-stuttgart.de.</p>	0	html-button-response	0	15704	0.0-0.0	NA	NA	5cb70d44-592d-43f5-a847-91ba56f09090	2023-11-08 15:07:35 CET
6835	<b>Michael:</b><em> What about Samantha? What did she buy? </em><br> <b>Elizabeth:</b><em> Samantha, who is really into fashion, bought a new hat.</em> <br> <br> <br>How natural is Elizabeth's answer to Michael's question?	8	html-slider-response	1	22546	0.0-1.0-0.0	50	NA	5cb70d44-592d-43f5-a847-91ba56f09090	2023-11-08 15:07:35 CET
5828	<b>Richard:</b><em> What about John's kids? Are they in the garage?</em><br> <b>Susan:</b><em> Linda claimed that John's kids are good at math. </em> <br> <br> <br>How natural is Susan's answer to Richard's question?	0	html-slider-response	2	28376	0.0-1.0-0.1	50	NA	5cb70d44-592d-43f5-a847-91ba56f09090	2023-11-08 15:07:35 CET
4509	<b>Oliver:</b><em> What about Jessica? Why is she upset?</em><br> <b>Bob:</b><em> She knows that Tony had a drink last night.</em> <br> <br> <br> How natural is Bob's answer to Oliver's question?	72	html-slider-response	3	32886	0.0-1.0-0.2	50	NA	5cb70d44-592d-43f5-a847-91ba56f09090	2023-11-08 15:07:35 CET
4519	<b>Jennifer:</b><em> What about Ann? Where did she go?</em><br> <b>Robert:</b><em> Ann, who loves travelling, went to London.</em> <br> <br> <br>How natural is Robert's answer to Jennifer's question?	19	html-slider-response	4	37406	0.0-1.0-0.3	50	NA	5cb70d44-592d-43f5-a847-91ba56f09090	2023-11-08 15:07:35 CET
5056	<b>Jack:</b><em> What about Patrick? Why is he angry?</em><br> <b>Nina:</b><em> He confessed that Sophia got a tattoo.</em> <br> <br> <br> How natural is Nina's answer to Jack's question?	78	html-slider-response	5	42463	0.0-1.0-0.4	50	NA	5cb70d44-592d-43f5-a847-91ba56f09090	2023-11-08 15:07:35 CET
5537	<b>Dawn:</b><em> What about Jackson? What did he do?</em><br> <b>Isabel:</b><em> Patricia thinks that he ran 10 miles.</em> <br> <br> <br> How natural is Isabel's answer to Dawn's question?	85	html-slider-response	6	48002	0.0-1.0-0.5	50	NA	5cb70d44-592d-43f5-a847-91ba56f09090	2023-11-08 15:07:35 CET
4871	<b>Nora:</b><em> What about Emma? What did she do?</em><br> <b>Charlie:</b><em> James is right that she studied on Saturday morning.</em> <br> <br> <br> How natural is Charlie's answer to Nora's question?	12	html-slider-response	7	52874	0.0-1.0-0.6	50	NA	5cb70d44-592d-43f5-a847-91ba56f09090	2023-11-08 15:07:35 CET
5224	<b>Charlotte:</b><em> What about Danny? What did he do?</em><br> <b>Clare:</b><em> Linda discovered that he ate the last cupcake.</em> <br> <br> <br> How natural is Clare's answer to Charlotte's question?	84	html-slider-response	8	58100	0.0-1.0-0.7	50	NA	5cb70d44-592d-43f5-a847-91ba56f09090	2023-11-08 15:07:35 CET
3989	<b>Leo:</b><em> What about David? Why is he smirking?</em><br> <b>Chloe:</b><em> He said that Mia drank two cocktails last night.</em> <br> <br> <br> How natural is Chloe's answer to Leo's question?	78	html-slider-response	9	62090	0.0-1.0-0.8	50	NA	5cb70d44-592d-43f5-a847-91ba56f09090	2023-11-08 15:07:35 CET
4847	<b>Mary:</b><em> Do these muffins have blueberries in them?</em><br> <b>John:</b><em> Linda claimed that she likes drinking coffee.</em> <br> <br> <br>How natural is John's answer to Mary's question?	0	html-slider-response	10	66939	0.0-1.0-0.9	50	NA	5cb70d44-592d-43f5-a847-91ba56f09090	2023-11-08 15:07:35 CET
9653	NA	{""P0_Q0"":null,""age"":""35"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""comments"":""""}	survey	11	76689	0.0-2.0	NA	[]	5cb70d44-592d-43f5-a847-91ba56f09090	2023-11-08 15:07:35 CET
12281	<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read conversations between two people, as in this example, where Candy asks a question, and Lenny responds:</p>  <p style='text-align:left'> <b>Candy</b>: <i>What about the house? Is it big? </i> <br> <b>Lenny</b>: <i> Cassandra suggested that it's huge. </i> </p>  <p style='text-align:left'>We ask you to rate how natural Lenny's answer to Candy's question is. You will give your response on a slider from 'totally unnatural' to 'totally natural'.</p>  <p style='text-align:left'>At the end of the experiment, we will ask you some optional demographic questions (age, gender, native language). The experiment will take about two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in this experiment, which is conducted by researchers at the University of Stuttgart. You may withdraw from this experiment at any time without penalty. The data collected will be anonymous and confidential. If you have any questions, you may contact the requester through Prolific's platform, or directly at st180735@stud.uni-stuttgart.de.</p>	0	html-button-response	0	12289	0.0-0.0	NA	NA	8fac55af-35a7-4038-b0ce-d00d3580f374	2023-11-08 15:07:44 CET
8390	<b>Alice:</b><em> What about Jackson? What did he do?</em><br> <b>Jack:</b><em> Patricia thinks that he ran 10 miles.</em> <br> <br> <br> How natural is Jack's answer to Alice's question?	54	html-slider-response	1	20682	0.0-1.0-0.0	50	NA	8fac55af-35a7-4038-b0ce-d00d3580f374	2023-11-08 15:07:44 CET
4401	<b>Nora:</b><em> What about Linda? Why is she pouting?</em><br> <b>Nina:</b><em> She discovered that Danny ate the last cupcake.</em> <br> <br> <br> How natural is Nina's answer to Nora's question?	46	html-slider-response	2	25084	0.0-1.0-0.1	50	NA	8fac55af-35a7-4038-b0ce-d00d3580f374	2023-11-08 15:07:44 CET
5324	<b>Mary:</b><em> Do these muffins have blueberries in them?</em><br> <b>John:</b><em> Linda claimed that she likes drinking coffee.</em> <br> <br> <br>How natural is John's answer to Mary's question?	16	html-slider-response	3	30409	0.0-1.0-0.2	50	NA	8fac55af-35a7-4038-b0ce-d00d3580f374	2023-11-08 15:07:44 CET
5025	<b>Michael:</b><em> What about Samantha? What did she buy? </em><br> <b>Elizabeth:</b><em> Samantha, who is really into fashion, bought a new hat.</em> <br> <br> <br>How natural is Elizabeth's answer to Michael's question?	7	html-slider-response	4	35434	0.0-1.0-0.3	50	NA	8fac55af-35a7-4038-b0ce-d00d3580f374	2023-11-08 15:07:44 CET
11442	<b>Bob:</b><em> What about Emma? What did she do?</em><br> <b>Frank:</b><em> James confessed that she studied on Saturday morning.</em> <br> <br> <br> How natural is Frank's answer to Bob's question?	11	html-slider-response	5	46878	0.0-1.0-0.4	50	NA	8fac55af-35a7-4038-b0ce-d00d3580f374	2023-11-08 15:07:44 CET
6454	<b>Richard:</b><em> What about John's kids? Are they in the garage?</em><br> <b>Susan:</b><em> Linda claimed that John's kids are good at math. </em> <br> <br> <br>How natural is Susan's answer to Richard's question?	0	html-slider-response	6	53333	0.0-1.0-0.5	50	NA	8fac55af-35a7-4038-b0ce-d00d3580f374	2023-11-08 15:07:44 CET
3532	<b>Clare:</b><em> What about Patrick? Why is he angry?</em><br> <b>Steven:</b><em> He is right that Sophia got a tattoo.</em> <br> <br> <br> How natural is Steven's answer to Clare's question?	0	html-slider-response	7	56865	0.0-1.0-0.6	50	NA	8fac55af-35a7-4038-b0ce-d00d3580f374	2023-11-08 15:07:44 CET
4166	<b>Charlotte:</b><em> What about Mia? What did she do?</em><br> <b>Grace:</b><em> David knows that she drank two cocktails last night.</em> <br> <br> <br> How natural is Grace's answer to Charlotte's question?	4	html-slider-response	8	61033	0.0-1.0-0.7	50	NA	8fac55af-35a7-4038-b0ce-d00d3580f374	2023-11-08 15:07:44 CET
3355	<b>Jennifer:</b><em> What about Ann? Where did she go?</em><br> <b>Robert:</b><em> Ann, who loves travelling, went to London.</em> <br> <br> <br>How natural is Robert's answer to Jennifer's question?	0	html-slider-response	9	64389	0.0-1.0-0.8	50	NA	8fac55af-35a7-4038-b0ce-d00d3580f374	2023-11-08 15:07:44 CET
