question_type,workerid,slide_number_in_experiment,trigger_class,block,short_trigger,trigger,content,response,rt,Answer.time_in_minutes
projective,52,23,C,block1,think,think,grace,0.39,8601,12.722933333333334
projective,52,24,C,block1,confess,confess,owen,0.15,5462,12.722933333333334
projective,52,25,C,block1,demonstrate,demonstrate,charley,0.43,62846,12.722933333333334
projective,52,26,MC,block1,MC,MC,hat,0.15,3175,12.722933333333334
projective,52,27,C,block1,announce,announce,josie,0.22,4769,12.722933333333334
projective,52,28,C,block1,prove,prove,danny,0.25,4048,12.722933333333334
projective,52,29,C,block1,hear,hear,isabella,0.7,52758,12.722933333333334
projective,52,30,MC,block1,MC,MC,pizza,0.07,3224,12.722933333333334
ai,52,32,C,block2,say,say,emma,0.71,8304,12.722933333333334
ai,52,33,C,block2,know,know,emily,0.16,4175,12.722933333333334
ai,52,34,C,block2,be_annoyed,be_annoyed,jackson,0.1,4424,12.722933333333334
ai,52,35,C,block2,demonstrate,demonstrate,charley,0.63,4232,12.722933333333334
ai,52,36,MC,block2,MC,MC,muffins,0.87,6760,12.722933333333334
ai,52,37,C,block2,be_right,be_right,julian,0.56,5407,12.722933333333334
ai,52,38,C,block2,admit,admit,zoe,0.24,44856,12.722933333333334
ai,52,39,C,block2,acknowledge,acknowledge,jayden,0.25,5239,12.722933333333334
ai,52,40,C,block2,hear,hear,isabella,0.19,233369,12.722933333333334
ai,52,41,C,block2,confirm,confirm,tony,0.78,4853,12.722933333333334
ai,52,42,C,block2,prove,prove,danny,0.75,3848,12.722933333333334
ai,52,43,C,block2,think,think,grace,0.18,7537,12.722933333333334
ai,52,44,MC,block2,MC,MC,garage,0.84,3799,12.722933333333334
ai,52,45,MC,block2,MC,MC,kids,0.92,2696,12.722933333333334
ai,52,46,C,block2,reveal,reveal,mary,0.18,3657,12.722933333333334
ai,52,47,C,block2,inform,inform,jon,0.16,8751,12.722933333333334
ai,52,48,MC,block2,MC,MC,pizza,0.97,3416,12.722933333333334
ai,52,49,C,block2,announce,announce,josie,0.25,5914,12.722933333333334
ai,52,50,MC,block2,MC,MC,ballet,0.97,3710,12.722933333333334
ai,52,51,C,block2,establish,establish,olivia,0.17,5408,12.722933333333334
ai,52,52,C,block2,see,see,frank,0.09,10776,12.722933333333334
ai,52,53,C,block2,confess,confess,owen,0.24,5050,12.722933333333334
ai,52,54,MC,block2,MC,MC,hat,1,4894,12.722933333333334
ai,52,55,C,block2,discover,discover,josh,0.04,5007,12.722933333333334
ai,52,56,C,block2,pretend,pretend,sophia,0.13,4079,12.722933333333334
ai,52,57,C,block2,suggest,suggest,mia,0.47,10224,12.722933333333334
ai,53,5,C,block1,hear,hear,josh,0,17630,7.258883333333333
ai,53,6,C,block1,say,say,olivia,0.01,12406,7.258883333333333
ai,53,7,MC,block1,MC,MC,kids,1,4665,7.258883333333333
ai,53,8,C,block1,discover,discover,mary,0,3480,7.258883333333333
ai,53,9,C,block1,confess,confess,isabella,0,9359,7.258883333333333
ai,53,10,MC,block1,MC,MC,ballet,1,4767,7.258883333333333
ai,53,11,C,block1,be_annoyed,be_annoyed,danny,0,6681,7.258883333333333
ai,53,12,C,block1,admit,admit,frank,0,4634,7.258883333333333
ai,53,13,C,block1,suggest,suggest,josie,0,9456,7.258883333333333
ai,53,14,C,block1,confirm,confirm,owen,0,12748,7.258883333333333
ai,53,15,C,block1,be_right,be_right,tony,0.99,8941,7.258883333333333
ai,53,16,MC,block1,MC,MC,garage,1,3584,7.258883333333333
ai,53,17,MC,block1,MC,MC,pizza,1,5102,7.258883333333333
ai,53,18,C,block1,see,see,sophia,0,5144,7.258883333333333
ai,53,19,C,block1,think,think,charley,0.01,4116,7.258883333333333
ai,53,20,C,block1,acknowledge,acknowledge,grace,0.01,4926,7.258883333333333
ai,53,21,C,block1,demonstrate,demonstrate,zoe,0.01,6411,7.258883333333333
ai,53,22,C,block1,pretend,pretend,jon,0.98,7335,7.258883333333333
ai,53,23,C,block1,establish,establish,jayden,0.01,9342,7.258883333333333
ai,53,24,MC,block1,MC,MC,hat,0.99,2764,7.258883333333333
ai,53,25,C,block1,inform,inform,jackson,0,4085,7.258883333333333
ai,53,26,C,block1,announce,announce,emily,0,4772,7.258883333333333
ai,53,27,C,block1,reveal,reveal,emma,0.01,4270,7.258883333333333
ai,53,28,C,block1,know,know,mia,0.01,6952,7.258883333333333
ai,53,29,MC,block1,MC,MC,muffins,1,3066,7.258883333333333
ai,53,30,C,block1,prove,prove,julian,0.02,7159,7.258883333333333
projective,53,32,MC,block2,MC,MC,kids,0,5952,7.258883333333333
projective,53,33,C,block2,confess,confess,isabella,0.02,8438,7.258883333333333
projective,53,34,C,block2,discover,discover,mary,1,5934,7.258883333333333
projective,53,35,C,block2,suggest,suggest,josie,0.01,8960,7.258883333333333
projective,53,36,C,block2,pretend,pretend,jon,0,6394,7.258883333333333
projective,53,37,C,block2,announce,announce,emily,0.99,4520,7.258883333333333
projective,53,38,C,block2,see,see,sophia,0.98,3626,7.258883333333333
projective,53,39,C,block2,reveal,reveal,emma,1,9050,7.258883333333333
projective,53,40,C,block2,think,think,charley,0.01,5330,7.258883333333333
projective,53,41,MC,block2,MC,MC,ballet,0,5361,7.258883333333333
projective,53,42,C,block2,admit,admit,frank,1,9083,7.258883333333333
projective,53,43,C,block2,be_annoyed,be_annoyed,danny,1,4821,7.258883333333333
projective,53,44,C,block2,acknowledge,acknowledge,grace,1,4894,7.258883333333333
projective,53,45,C,block2,know,know,mia,1,4405,7.258883333333333
projective,53,46,MC,block2,MC,MC,pizza,0,3264,7.258883333333333
projective,53,47,MC,block2,MC,MC,hat,0,3524,7.258883333333333
projective,53,48,C,block2,establish,establish,jayden,0,6326,7.258883333333333
projective,53,49,C,block2,demonstrate,demonstrate,zoe,0,5142,7.258883333333333
projective,53,50,C,block2,confirm,confirm,owen,0,4249,7.258883333333333
projective,53,51,MC,block2,MC,MC,muffins,0,2711,7.258883333333333
projective,53,52,C,block2,say,say,olivia,0,7769,7.258883333333333
projective,53,53,C,block2,inform,inform,jackson,1,3895,7.258883333333333
projective,53,54,MC,block2,MC,MC,garage,0,4632,7.258883333333333
projective,53,55,C,block2,be_right,be_right,tony,0,3261,7.258883333333333
projective,53,56,C,block2,hear,hear,josh,1,3459,7.258883333333333
projective,53,57,C,block2,prove,prove,julian,0,5456,7.258883333333333
projective,54,5,MC,block1,MC,MC,ballet,0.71,17782,8.874616666666666
projective,54,6,C,block1,prove,prove,frank,0.47,4932,8.874616666666666
projective,54,7,C,block1,establish,establish,olivia,0.94,28295,8.874616666666666
projective,54,8,C,block1,admit,admit,zoe,0.92,6472,8.874616666666666
projective,54,9,MC,block1,MC,MC,garage,0.91,5424,8.874616666666666
projective,54,10,C,block1,be_right,be_right,danny,0.74,3680,8.874616666666666
projective,54,11,C,block1,think,think,josh,0.88,2989,8.874616666666666
projective,54,12,C,block1,be_annoyed,be_annoyed,tony,0.85,4738,8.874616666666666
projective,54,13,C,block1,see,see,charley,0.77,4919,8.874616666666666
projective,54,14,C,block1,demonstrate,demonstrate,sophia,0.77,5381,8.874616666666666
projective,54,15,C,block1,discover,discover,josie,0.85,9276,8.874616666666666
projective,54,16,MC,block1,MC,MC,kids,0.82,14710,8.874616666666666
projective,54,17,C,block1,announce,announce,julian,0.72,18440,8.874616666666666
projective,54,18,C,block1,reveal,reveal,jackson,0.85,8855,8.874616666666666
projective,54,19,C,block1,suggest,suggest,isabella,0.58,2256,8.874616666666666
projective,54,20,C,block1,know,know,jon,0.8,2081,8.874616666666666
projective,54,21,C,block1,confirm,confirm,jayden,0.15,8901,8.874616666666666
projective,54,22,C,block1,inform,inform,emma,0.85,2177,8.874616666666666
projective,54,23,C,block1,say,say,grace,0.83,2088,8.874616666666666
projective,54,24,C,block1,hear,hear,mary,0.85,3002,8.874616666666666
projective,54,25,C,block1,confess,confess,emily,0.93,1413,8.874616666666666
projective,54,26,MC,block1,MC,MC,hat,0.72,1574,8.874616666666666
projective,54,27,C,block1,pretend,pretend,mia,0.85,1918,8.874616666666666
projective,54,28,MC,block1,MC,MC,muffins,0.88,2292,8.874616666666666
projective,54,29,C,block1,acknowledge,acknowledge,owen,0.78,2042,8.874616666666666
projective,54,30,MC,block1,MC,MC,pizza,0.8,1495,8.874616666666666
ai,54,32,C,block2,acknowledge,acknowledge,owen,0.76,3409,8.874616666666666
ai,54,33,C,block2,suggest,suggest,isabella,0.81,1448,8.874616666666666
ai,54,34,MC,block2,MC,MC,garage,0.82,1550,8.874616666666666
ai,54,35,MC,block2,MC,MC,hat,0.88,2333,8.874616666666666
ai,54,36,C,block2,discover,discover,josie,0.82,2065,8.874616666666666
ai,54,37,MC,block2,MC,MC,pizza,0.83,1663,8.874616666666666
ai,54,38,C,block2,admit,admit,zoe,0.87,3344,8.874616666666666
ai,54,39,C,block2,pretend,pretend,mia,0.81,1931,8.874616666666666
ai,54,40,MC,block2,MC,MC,muffins,0.86,1764,8.874616666666666
ai,54,41,C,block2,establish,establish,olivia,0.87,2091,8.874616666666666
ai,54,42,C,block2,be_right,be_right,danny,0.74,1691,8.874616666666666
ai,54,43,C,block2,say,say,grace,0.83,1916,8.874616666666666
ai,54,44,MC,block2,MC,MC,ballet,0.62,1327,8.874616666666666
ai,54,45,C,block2,confirm,confirm,jayden,0.36,1362,8.874616666666666
ai,54,46,C,block2,confess,confess,emily,0.3,1484,8.874616666666666
ai,54,47,C,block2,hear,hear,mary,0.77,3266,8.874616666666666
ai,54,48,C,block2,know,know,jon,0.73,1930,8.874616666666666
ai,54,49,C,block2,announce,announce,julian,0.79,2104,8.874616666666666
ai,54,50,C,block2,reveal,reveal,jackson,0.8,1875,8.874616666666666
ai,54,51,MC,block2,MC,MC,kids,0.58,2551,8.874616666666666
ai,54,52,C,block2,think,think,josh,0.73,2748,8.874616666666666
ai,54,53,C,block2,be_annoyed,be_annoyed,tony,0.63,2498,8.874616666666666
ai,54,54,C,block2,demonstrate,demonstrate,sophia,0.8,2882,8.874616666666666
ai,54,55,C,block2,inform,inform,emma,0.81,4180,8.874616666666666
ai,54,56,C,block2,prove,prove,frank,0.85,2057,8.874616666666666
ai,54,57,C,block2,see,see,charley,0.73,2335,8.874616666666666
ai,55,5,MC,block1,MC,MC,kids,1,64388,12.476783333333334
ai,55,6,C,block1,prove,prove,frank,0,21695,12.476783333333334
ai,55,7,C,block1,say,say,tony,0,9851,12.476783333333334
ai,55,8,C,block1,hear,hear,emma,0,9000,12.476783333333334
ai,55,9,C,block1,inform,inform,sophia,0,12143,12.476783333333334
ai,55,10,C,block1,confirm,confirm,zoe,0,12304,12.476783333333334
ai,55,11,C,block1,reveal,reveal,isabella,0,8821,12.476783333333334
ai,55,12,MC,block1,MC,MC,hat,1,11827,12.476783333333334
ai,55,13,C,block1,announce,announce,josh,0,9140,12.476783333333334
ai,55,14,C,block1,pretend,pretend,owen,0,12088,12.476783333333334
ai,55,15,C,block1,confess,confess,julian,0,10640,12.476783333333334
ai,55,16,C,block1,think,think,mary,0,8912,12.476783333333334
ai,55,17,MC,block1,MC,MC,pizza,1,7495,12.476783333333334
ai,55,18,MC,block1,MC,MC,muffins,1,7236,12.476783333333334
ai,55,19,C,block1,establish,establish,jackson,0,13808,12.476783333333334
ai,55,20,C,block1,acknowledge,acknowledge,danny,0,20643,12.476783333333334
ai,55,21,C,block1,suggest,suggest,grace,0,7437,12.476783333333334
ai,55,22,C,block1,demonstrate,demonstrate,jon,0,7571,12.476783333333334
ai,55,23,MC,block1,MC,MC,garage,1,8675,12.476783333333334
ai,55,24,MC,block1,MC,MC,ballet,1,6320,12.476783333333334
ai,55,25,C,block1,discover,discover,josie,0,5736,12.476783333333334
ai,55,26,C,block1,admit,admit,olivia,0,6705,12.476783333333334
ai,55,27,C,block1,know,know,charley,0,10202,12.476783333333334
ai,55,28,C,block1,see,see,emily,0,6944,12.476783333333334
ai,55,29,C,block1,be_annoyed,be_annoyed,mia,0,26412,12.476783333333334
ai,55,30,C,block1,be_right,be_right,jayden,0,6672,12.476783333333334
projective,55,32,MC,block2,MC,MC,pizza,0,10643,12.476783333333334
projective,55,33,C,block2,demonstrate,demonstrate,jon,0.02,18332,12.476783333333334
projective,55,34,C,block2,prove,prove,frank,0,7772,12.476783333333334
projective,55,35,C,block2,confess,confess,julian,0.99,8412,12.476783333333334
projective,55,36,C,block2,think,think,mary,0,10520,12.476783333333334
projective,55,37,MC,block2,MC,MC,hat,0,9415,12.476783333333334
projective,55,38,C,block2,hear,hear,emma,1,8357,12.476783333333334
projective,55,39,C,block2,reveal,reveal,isabella,1,6556,12.476783333333334
projective,55,40,C,block2,see,see,emily,1,5671,12.476783333333334
projective,55,41,C,block2,confirm,confirm,zoe,0,9420,12.476783333333334
projective,55,42,MC,block2,MC,MC,kids,0,7804,12.476783333333334
projective,55,43,MC,block2,MC,MC,garage,0,6475,12.476783333333334
projective,55,44,C,block2,discover,discover,josie,1,8117,12.476783333333334
projective,55,45,C,block2,be_annoyed,be_annoyed,mia,1,7283,12.476783333333334
projective,55,46,C,block2,be_right,be_right,jayden,0,7244,12.476783333333334
projective,55,47,C,block2,admit,admit,olivia,1,9092,12.476783333333334
projective,55,48,C,block2,announce,announce,josh,1,7187,12.476783333333334
projective,55,49,C,block2,suggest,suggest,grace,0,10608,12.476783333333334
projective,55,50,MC,block2,MC,MC,muffins,0,5272,12.476783333333334
projective,55,51,C,block2,establish,establish,jackson,0,29692,12.476783333333334
projective,55,52,C,block2,inform,inform,sophia,1,5887,12.476783333333334
projective,55,53,C,block2,acknowledge,acknowledge,danny,1,20488,12.476783333333334
projective,55,54,C,block2,say,say,tony,0,14028,12.476783333333334
projective,55,55,C,block2,know,know,charley,1,7151,12.476783333333334
projective,55,56,MC,block2,MC,MC,ballet,0,4472,12.476783333333334
projective,55,57,C,block2,pretend,pretend,owen,0,51040,12.476783333333334
projective,56,5,C,block1,know,know,emily,0.11,16491,10.662166666666666
projective,56,6,C,block1,say,say,mia,0.09,11396,10.662166666666666
projective,56,7,C,block1,prove,prove,jon,0.11,8105,10.662166666666666
projective,56,8,MC,block1,MC,MC,ballet,0.08,12491,10.662166666666666
projective,56,9,MC,block1,MC,MC,kids,0.05,8841,10.662166666666666
projective,56,10,C,block1,acknowledge,acknowledge,tony,0.84,12757,10.662166666666666
projective,56,11,MC,block1,MC,MC,pizza,0.21,10635,10.662166666666666
projective,56,12,MC,block1,MC,MC,hat,0.95,9495,10.662166666666666
projective,56,13,C,block1,confirm,confirm,charley,0.06,10620,10.662166666666666
projective,56,14,C,block1,discover,discover,grace,0.94,10550,10.662166666666666
projective,56,15,C,block1,establish,establish,josie,0.96,9488,10.662166666666666
projective,56,16,C,block1,demonstrate,demonstrate,olivia,0.96,9392,10.662166666666666
projective,56,17,C,block1,suggest,suggest,emma,0.05,10293,10.662166666666666
projective,56,18,C,block1,hear,hear,owen,0.97,8678,10.662166666666666
projective,56,19,C,block1,see,see,mary,0.96,8639,10.662166666666666
projective,56,20,C,block1,be_annoyed,be_annoyed,julian,0.97,19360,10.662166666666666
projective,56,21,C,block1,announce,announce,isabella,0.96,24374,10.662166666666666
projective,56,22,C,block1,admit,admit,jackson,1,12589,10.662166666666666
projective,56,23,C,block1,reveal,reveal,danny,0.97,18927,10.662166666666666
projective,56,24,C,block1,think,think,zoe,0.36,9763,10.662166666666666
projective,56,25,C,block1,inform,inform,josh,0.96,16090,10.662166666666666
projective,56,26,C,block1,be_right,be_right,sophia,0.05,8330,10.662166666666666
projective,56,27,C,block1,pretend,pretend,jayden,0.97,10921,10.662166666666666
projective,56,28,MC,block1,MC,MC,muffins,0.02,7886,10.662166666666666
projective,56,29,C,block1,confess,confess,frank,0.94,13995,10.662166666666666
projective,56,30,MC,block1,MC,MC,garage,0.06,8444,10.662166666666666
ai,56,32,C,block2,see,see,mary,0.45,18305,10.662166666666666
ai,56,33,C,block2,admit,admit,jackson,0.07,12503,10.662166666666666
ai,56,34,C,block2,suggest,suggest,emma,0.08,8980,10.662166666666666
ai,56,35,C,block2,acknowledge,acknowledge,tony,0.14,14088,10.662166666666666
ai,56,36,C,block2,discover,discover,grace,0.06,7366,10.662166666666666
ai,56,37,C,block2,pretend,pretend,jayden,0.11,6916,10.662166666666666
ai,56,38,C,block2,be_annoyed,be_annoyed,julian,0.09,8226,10.662166666666666
ai,56,39,C,block2,be_right,be_right,sophia,0.87,7491,10.662166666666666
ai,56,40,C,block2,know,know,emily,0.08,9425,10.662166666666666
ai,56,41,MC,block2,MC,MC,pizza,0.97,8482,10.662166666666666
ai,56,42,MC,block2,MC,MC,kids,0.96,8002,10.662166666666666
ai,56,43,C,block2,announce,announce,isabella,0.06,7978,10.662166666666666
ai,56,44,C,block2,prove,prove,jon,0.96,6575,10.662166666666666
ai,56,45,C,block2,inform,inform,josh,0.03,10787,10.662166666666666
ai,56,46,C,block2,confess,confess,frank,0.94,6100,10.662166666666666
ai,56,47,MC,block2,MC,MC,hat,0.97,6218,10.662166666666666
ai,56,48,MC,block2,MC,MC,muffins,0.98,5844,10.662166666666666
ai,56,49,MC,block2,MC,MC,ballet,0.99,6224,10.662166666666666
ai,56,50,C,block2,confirm,confirm,charley,0.98,6885,10.662166666666666
ai,56,51,C,block2,hear,hear,owen,0.02,7079,10.662166666666666
ai,56,52,MC,block2,MC,MC,garage,0.97,5813,10.662166666666666
ai,56,53,C,block2,think,think,zoe,0.43,8080,10.662166666666666
ai,56,54,C,block2,establish,establish,josie,0.96,8183,10.662166666666666
ai,56,55,C,block2,say,say,mia,0.96,6604,10.662166666666666
ai,56,56,C,block2,demonstrate,demonstrate,olivia,0.97,6332,10.662166666666666
ai,56,57,C,block2,reveal,reveal,danny,0.04,8872,10.662166666666666
ai,57,5,MC,block1,MC,MC,hat,0.98,7253,7.62745
ai,57,6,C,block1,confirm,confirm,julian,0.84,11647,7.62745
ai,57,7,C,block1,admit,admit,charley,0.02,13334,7.62745
ai,57,8,C,block1,reveal,reveal,emily,0.02,7431,7.62745
ai,57,9,C,block1,say,say,mary,0.68,8890,7.62745
ai,57,10,C,block1,know,know,jon,0,8914,7.62745
ai,57,11,C,block1,be_annoyed,be_annoyed,josie,0.01,7054,7.62745
ai,57,12,MC,block1,MC,MC,ballet,0.98,6383,7.62745
ai,57,13,C,block1,hear,hear,josh,0.02,7259,7.62745
ai,57,14,C,block1,see,see,owen,0.01,8415,7.62745
ai,57,15,C,block1,be_right,be_right,emma,0.99,10331,7.62745
ai,57,16,C,block1,think,think,sophia,0.23,9284,7.62745
ai,57,17,C,block1,suggest,suggest,isabella,0.78,10458,7.62745
ai,57,18,C,block1,confess,confess,olivia,0.01,9259,7.62745
ai,57,19,C,block1,demonstrate,demonstrate,tony,0.48,9502,7.62745
ai,57,20,C,block1,establish,establish,jackson,0.95,6536,7.62745
ai,57,21,C,block1,announce,announce,jayden,0.03,10127,7.62745
ai,57,22,MC,block1,MC,MC,garage,0.99,12741,7.62745
ai,57,23,MC,block1,MC,MC,muffins,0.98,7812,7.62745
ai,57,24,C,block1,prove,prove,frank,0.76,14546,7.62745
ai,57,25,C,block1,discover,discover,zoe,0.05,7292,7.62745
ai,57,26,C,block1,pretend,pretend,mia,0.01,7171,7.62745
ai,57,27,C,block1,inform,inform,grace,0.01,8547,7.62745
ai,57,28,MC,block1,MC,MC,pizza,0.98,8753,7.62745
ai,57,29,C,block1,acknowledge,acknowledge,danny,0.01,6569,7.62745
ai,57,30,MC,block1,MC,MC,kids,0.97,3395,7.62745
projective,57,32,C,block2,be_annoyed,be_annoyed,josie,0.97,12118,7.62745
projective,57,33,C,block2,admit,admit,charley,0.97,7087,7.62745
projective,57,34,MC,block2,MC,MC,kids,0.03,7599,7.62745
projective,57,35,C,block2,acknowledge,acknowledge,danny,0.99,8100,7.62745
projective,57,36,MC,block2,MC,MC,pizza,0.02,3637,7.62745
projective,57,37,MC,block2,MC,MC,hat,0,4935,7.62745
projective,57,38,C,block2,know,know,jon,0.95,6584,7.62745
projective,57,39,C,block2,confess,confess,olivia,0.86,6161,7.62745
projective,57,40,C,block2,say,say,mary,0.02,6359,7.62745
projective,57,41,MC,block2,MC,MC,garage,0.01,5024,7.62745
projective,57,42,C,block2,confirm,confirm,julian,0.03,7242,7.62745
projective,57,43,C,block2,reveal,reveal,emily,0.49,10430,7.62745
projective,57,44,C,block2,see,see,owen,0.99,10734,7.62745
projective,57,45,C,block2,demonstrate,demonstrate,tony,0.06,6965,7.62745
projective,57,46,C,block2,inform,inform,grace,0.98,9011,7.62745
projective,57,47,C,block2,discover,discover,zoe,1,4230,7.62745
projective,57,48,C,block2,think,think,sophia,0.26,7534,7.62745
projective,57,49,C,block2,prove,prove,frank,0.1,5999,7.62745
projective,57,50,C,block2,hear,hear,josh,0.99,4611,7.62745
projective,57,51,C,block2,suggest,suggest,isabella,0.02,7144,7.62745
projective,57,52,MC,block2,MC,MC,muffins,0.03,5795,7.62745
projective,57,53,C,block2,be_right,be_right,emma,0.01,12366,7.62745
projective,57,54,MC,block2,MC,MC,ballet,0,3481,7.62745
projective,57,55,C,block2,establish,establish,jackson,0.01,8398,7.62745
projective,57,56,C,block2,announce,announce,jayden,0.1,6104,7.62745
projective,57,57,C,block2,pretend,pretend,mia,0.01,7017,7.62745
projective,58,5,C,block1,be_annoyed,be_annoyed,emma,1,15358,12.703666666666667
projective,58,6,C,block1,establish,establish,josh,0.47,8022,12.703666666666667
projective,58,7,C,block1,hear,hear,jon,0.67,9234,12.703666666666667
projective,58,8,MC,block1,MC,MC,garage,0.2,19525,12.703666666666667
projective,58,9,MC,block1,MC,MC,muffins,0.11,4852,12.703666666666667
projective,58,10,C,block1,confess,confess,mary,0.69,47147,12.703666666666667
projective,58,11,C,block1,announce,announce,danny,0.35,8243,12.703666666666667
projective,58,12,MC,block1,MC,MC,kids,0.66,11123,12.703666666666667
projective,58,13,C,block1,know,know,jayden,0.88,24882,12.703666666666667
projective,58,14,C,block1,prove,prove,grace,0.37,11535,12.703666666666667
projective,58,15,C,block1,pretend,pretend,frank,0.24,7451,12.703666666666667
projective,58,16,C,block1,reveal,reveal,emily,0.25,8652,12.703666666666667
projective,58,17,C,block1,inform,inform,mia,0.74,8369,12.703666666666667
projective,58,18,C,block1,say,say,olivia,0.18,7975,12.703666666666667
projective,58,19,C,block1,acknowledge,acknowledge,julian,0.3,11830,12.703666666666667
projective,58,20,C,block1,think,think,zoe,0.16,14833,12.703666666666667
projective,58,21,C,block1,confirm,confirm,tony,0.22,9765,12.703666666666667
projective,58,22,C,block1,discover,discover,owen,0.21,5348,12.703666666666667
projective,58,23,C,block1,be_right,be_right,isabella,0.08,8824,12.703666666666667
projective,58,24,MC,block1,MC,MC,ballet,0.06,7089,12.703666666666667
projective,58,25,C,block1,see,see,josie,0.76,13328,12.703666666666667
projective,58,26,MC,block1,MC,MC,pizza,0.08,5391,12.703666666666667
projective,58,27,MC,block1,MC,MC,hat,0.12,4433,12.703666666666667
projective,58,28,C,block1,suggest,suggest,sophia,0.1,5043,12.703666666666667
projective,58,29,C,block1,demonstrate,demonstrate,jackson,0.24,14150,12.703666666666667
projective,58,30,C,block1,admit,admit,charley,0.09,4833,12.703666666666667
ai,58,32,C,block2,be_right,be_right,isabella,0.86,10560,12.703666666666667
ai,58,33,MC,block2,MC,MC,pizza,0.96,3211,12.703666666666667
ai,58,34,C,block2,announce,announce,danny,0.2,108628,12.703666666666667
ai,58,35,C,block2,reveal,reveal,emily,0.34,10186,12.703666666666667
ai,58,36,C,block2,be_annoyed,be_annoyed,emma,0.07,8083,12.703666666666667
ai,58,37,C,block2,inform,inform,mia,0.06,7725,12.703666666666667
ai,58,38,C,block2,see,see,josie,0.05,11525,12.703666666666667
ai,58,39,MC,block2,MC,MC,muffins,0.98,5175,12.703666666666667
ai,58,40,MC,block2,MC,MC,garage,0.95,4602,12.703666666666667
ai,58,41,C,block2,prove,prove,grace,0.64,51959,12.703666666666667
ai,58,42,C,block2,know,know,jayden,0.08,14013,12.703666666666667
ai,58,43,C,block2,discover,discover,owen,0.12,5421,12.703666666666667
ai,58,44,C,block2,pretend,pretend,frank,0.13,10909,12.703666666666667
ai,58,45,MC,block2,MC,MC,hat,0.93,4655,12.703666666666667
ai,58,46,C,block2,establish,establish,josh,0.8,26862,12.703666666666667
ai,58,47,MC,block2,MC,MC,kids,0.22,13546,12.703666666666667
ai,58,48,C,block2,admit,admit,charley,0.15,4833,12.703666666666667
ai,58,49,C,block2,hear,hear,jon,0.05,18278,12.703666666666667
ai,58,50,C,block2,think,think,zoe,0.12,4379,12.703666666666667
ai,58,51,C,block2,confirm,confirm,tony,0.87,13123,12.703666666666667
ai,58,52,C,block2,demonstrate,demonstrate,jackson,0.8,10971,12.703666666666667
ai,58,53,C,block2,suggest,suggest,sophia,0.04,6951,12.703666666666667
ai,58,54,C,block2,say,say,olivia,0.65,8779,12.703666666666667
ai,58,55,MC,block2,MC,MC,ballet,0.98,4201,12.703666666666667
ai,58,56,C,block2,confess,confess,mary,0.04,7240,12.703666666666667
ai,58,57,C,block2,acknowledge,acknowledge,julian,0.11,3687,12.703666666666667
projective,59,5,C,block1,be_right,be_right,sophia,0.24,19079,7.93515
projective,59,6,C,block1,prove,prove,zoe,0.34,9063,7.93515
projective,59,7,C,block1,inform,inform,isabella,0.6,6350,7.93515
projective,59,8,C,block1,confess,confess,josie,0.92,13433,7.93515
projective,59,9,MC,block1,MC,MC,hat,0.08,8216,7.93515
projective,59,10,MC,block1,MC,MC,ballet,0.1,21008,7.93515
projective,59,11,MC,block1,MC,MC,garage,0.29,4143,7.93515
projective,59,12,C,block1,say,say,jackson,0.73,6617,7.93515
projective,59,13,C,block1,discover,discover,mary,0.86,4103,7.93515
projective,59,14,C,block1,confirm,confirm,jayden,0.89,3641,7.93515
projective,59,15,C,block1,acknowledge,acknowledge,olivia,0.95,3906,7.93515
projective,59,16,C,block1,suggest,suggest,josh,0.64,3910,7.93515
projective,59,17,C,block1,reveal,reveal,frank,0.5,3976,7.93515
projective,59,18,C,block1,hear,hear,emma,0.56,4137,7.93515
projective,59,19,C,block1,demonstrate,demonstrate,mia,0.5,4231,7.93515
projective,59,20,MC,block1,MC,MC,kids,0.67,9647,7.93515
projective,59,21,C,block1,be_annoyed,be_annoyed,tony,0.95,5239,7.93515
projective,59,22,C,block1,know,know,charley,0.95,3104,7.93515
projective,59,23,MC,block1,MC,MC,pizza,0.13,3304,7.93515
projective,59,24,C,block1,announce,announce,julian,0.91,4216,7.93515
projective,59,25,C,block1,see,see,emily,0.53,3543,7.93515
projective,59,26,C,block1,think,think,jon,0.3,3872,7.93515
projective,59,27,MC,block1,MC,MC,muffins,0.03,4504,7.93515
projective,59,28,C,block1,pretend,pretend,grace,0.64,7152,7.93515
projective,59,29,C,block1,establish,establish,owen,0.87,103166,7.93515
projective,59,30,C,block1,admit,admit,danny,0.96,2489,7.93515
ai,59,32,C,block2,confess,confess,josie,0.24,6236,7.93515
ai,59,33,C,block2,say,say,jackson,0.61,7551,7.93515
ai,59,34,MC,block2,MC,MC,muffins,0.95,6072,7.93515
ai,59,35,C,block2,know,know,charley,0.35,4491,7.93515
ai,59,36,MC,block2,MC,MC,kids,0.94,3516,7.93515
ai,59,37,C,block2,prove,prove,zoe,0.49,4840,7.93515
ai,59,38,MC,block2,MC,MC,pizza,0.81,1952,7.93515
ai,59,39,C,block2,acknowledge,acknowledge,olivia,0.47,2872,7.93515
ai,59,40,C,block2,demonstrate,demonstrate,mia,0.91,16544,7.93515
ai,59,41,C,block2,pretend,pretend,grace,0.74,4752,7.93515
ai,59,42,C,block2,be_annoyed,be_annoyed,tony,0.55,1728,7.93515
ai,59,43,MC,block2,MC,MC,garage,0.94,7664,7.93515
